<Header>
"FileVersion,2.0"
"SoftwareVersion,2.3.0.44"
"SystemType,Gen3"
</Header>
<Sample_Attributes>
"ID,01001-C3"
"Owner,Administrator"
"Comments,"
"Date,20220128"
"GeneRLF,NS_IO_360_v1.0"
"SystemAPF,n6_vDV1"
"AssayType,Non Specific"
</Sample_Attributes>
<Lane_Attributes>
"ID,6"
"FovCount,194"
"FovCounted,194"
"ScannerID,1706P0203"
"StagePosition,1"
"BindingDensity,0.35"
"CartridgeID,30102613280522-01"
"CartridgeBarcode,30102613280522"
</Lane_Attributes>
<Code_Summary>
"CodeClass,Name,Accession,Count"
"Endogenous,EIF2B4,NM_001034116.1,107"
"Endogenous,IRF9,NM_006084.4,259"
"Endogenous,IL1A,NM_000575.3,29"
"Endogenous,FCRL2,NM_001159488.1,26"
"Endogenous,EIF4EBP1,NM_004095.3,251"
"Endogenous,LTBP1,NM_000627.3,215"
"Endogenous,CD40LG,NM_000074.2,14"
"Endogenous,HEY1,NM_001040708.1,95"
"Endogenous,HLA-DQA1,NM_002122.3,909"
"Endogenous,PRLR,NM_000949.5,501"
"Endogenous,TNFRSF11A,NM_001270949.1,56"
"Endogenous,AREG,NM_001657.3,16"
"Endogenous,BBC3,NM_014417.4,164"
"Endogenous,EDN1,NM_001955.2,53"
"Endogenous,PARP12,NM_022750.3,151"
"Endogenous,PIK3CG,NM_001282426.1,101"
"Endogenous,IL4,NM_172348.1,20"
"Endogenous,F2RL1,NM_005242.4,76"
"Endogenous,CXCL6,NM_002993.3,25"
"Endogenous,TNFSF18,NM_005092.3,17"
"Endogenous,JAK3,NM_000215.2,33"
"Endogenous,NKG7,NM_005601.3,53"
"Endogenous,TAPBP,NM_003190.4,458"
"Endogenous,MTOR,NM_004958.3,154"
"Endogenous,SELP,NM_003005.3,24"
"Endogenous,HLA-E,NM_005516.5,628"
"Endogenous,GOT1,NM_002079.2,182"
"Endogenous,SMAP1,NM_001044305.2,220"
"Endogenous,CDKN1A,NM_000389.2,247"
"Endogenous,CD45RA,NM_002838.4,13"
"Endogenous,HNF1A,NM_000545.6,19"
"Endogenous,TICAM1,NM_182919.3,36"
"Endogenous,C1QA,NM_015991.3,165"
"Endogenous,CD86,NM_001206924.1,42"
"Endogenous,ITGA4,NM_000885.5,103"
"Endogenous,ROR2,NM_001318204.1,190"
"Endogenous,WNT7B,NM_058238.2,85"
"Endogenous,FLT1,NM_002019.4,160"
"Endogenous,CTAG1B,NM_001327.2,9"
"Endogenous,CLEC7A,NM_197954.2,307"
"Endogenous,TNFRSF4,NM_003327.3,33"
"Endogenous,MS4A6A,NM_152852.2,63"
"Endogenous,ANGPT2,NM_001147.2,77"
"Endogenous,APH1B,NM_001145646.1,130"
"Endogenous,RORC,NM_001001523.1,180"
"Endogenous,NECTIN2,NM_001042724.1,331"
"Endogenous,DPP4,NM_001935.3,48"
"Endogenous,CCL2,NM_002982.3,243"
"Endogenous,NF1,NM_000267.3,165"
"Endogenous,S100A9,NM_002965.3,246"
"Endogenous,NFKBIA,NM_020529.2,1103"
"Endogenous,BNIP3L,NM_001330491.1,254"
"Endogenous,CST2,NM_001322.2,37"
"Endogenous,APOL6,NM_030641.3,154"
"Endogenous,BRD4,NM_001330384.1,327"
"Endogenous,SLC16A1,NM_003051.3,87"
"Endogenous,THBD,NM_000361.2,17"
"Endogenous,TIGIT,NM_173799.2,15"
"Endogenous,VSIR,NM_022153.1,52"
"Endogenous,TRIM21,NM_003141.3,86"
"Endogenous,NBN,NM_002485.4,231"
"Endogenous,WNT4,NM_030761.4,49"
"Endogenous,CXCL8,NM_000584.3,14"
"Endogenous,FGF9,NM_002010.2,14"
"Endogenous,C5AR1,NM_001736.3,18"
"Endogenous,TNFRSF1B,NM_001066.2,87"
"Endogenous,HLA-DRB5,NM_002125.3,1853"
"Endogenous,GLUL,NM_002065.6,1922"
"Endogenous,LY9,NM_001033667.2,14"
"Endogenous,TAP1,NM_000593.5,81"
"Endogenous,IFIH1,NM_022168.3,220"
"Endogenous,DEPTOR,NM_001283012.1,322"
"Endogenous,CSF1R,NM_005211.3,672"
"Endogenous,MARCO,NM_006770.3,22"
"Endogenous,NFIL3,NM_001289999.1,232"
"Endogenous,IKBKG,NM_001099856.4,53"
"Endogenous,CD58,NM_001144822.1,52"
"Endogenous,LOXL2,NM_002318.2,85"
"Endogenous,SPRY4,NM_030964.3,50"
"Endogenous,NFAM1,NM_145912.5,29"
"Endogenous,SYK,NM_003177.5,113"
"Endogenous,COMP,NM_000095.2,439"
"Endogenous,IFI6,NM_002038.3,624"
"Endogenous,RASGRF1,NM_001145648.1,36"
"Endogenous,HDAC5,NM_001015053.1,78"
"Endogenous,BAMBI,NM_012342.2,320"
"Endogenous,MAGEC1,NM_005462.4,8"
"Endogenous,FYN,NM_002037.5,112"
"Endogenous,TNFSF4,NM_001297562.1,28"
"Endogenous,CD274,NM_014143.3,18"
"Endogenous,PRKACB,NM_182948.2,68"
"Endogenous,IFIT2,NM_001547.4,35"
"Endogenous,PPARG,NM_005037.5,41"
"Endogenous,PTEN,NM_000314.6,232"
"Endogenous,FOXP3,NM_014009.3,24"
"Endogenous,SREBF1,NM_001005291.1,773"
"Endogenous,CD36,NM_001001548.2,34"
"Endogenous,AXIN1,NM_181050.1,65"
"Endogenous,KLRK1,NM_007360.3,27"
"Endogenous,GBP1,NM_002053.2,67"
"Endogenous,CXCL11,NM_005409.4,27"
"Endogenous,CXCL10,NM_001565.3,190"
"Endogenous,RIPK1,NM_003804.3,296"
"Endogenous,REN,NM_000537.3,9"
"Endogenous,PRF1,NM_001083116.1,12"
"Endogenous,EIF2AK2,NM_001135652.2,416"
"Endogenous,LIF,NM_002309.4,34"
"Endogenous,BRD3,NM_007371.3,380"
"Endogenous,IGF2R,NM_000876.2,184"
"Endogenous,FPR1,NM_002029.3,52"
"Endogenous,DUSP5,NM_004419.3,89"
"Endogenous,APC,NM_001127510.2,358"
"Endogenous,HDAC3,NM_003883.3,152"
"Endogenous,CES3,NM_001185176.1,12"
"Endogenous,OAS2,NM_016817.2,196"
"Endogenous,HDAC11,NM_001330636.1,88"
"Endogenous,THBS1,NM_003246.2,3021"
"Endogenous,SLC11A1,NM_000578.3,41"
"Endogenous,MAGEA3/A6,NM_005362.3,16"
"Endogenous,ARID1A,NM_006015.4,375"
"Endogenous,CD48,NM_001778.3,23"
"Endogenous,GZMA,NM_006144.3,25"
"Endogenous,ICOSLG,NM_015259.4,134"
"Endogenous,PIK3R5,NM_014308.3,62"
"Endogenous,GZMM,NM_005317.2,9"
"Endogenous,WNT5A,NM_003392.3,297"
"Endogenous,TLR4,NR_024168.1,233"
"Endogenous,GZMB,NM_004131.4,6"
"Endogenous,PARP9,NM_001146103.1,112"
"Endogenous,LY96,NM_001195797.1,242"
"Endogenous,RAD50,NM_005732.3,477"
"Endogenous,MX1,NM_001144925.2,66"
"Endogenous,CENPF,NM_016343.3,59"
"Endogenous,SELL,NM_000655.4,23"
"Endogenous,TNFSF10,NM_003810.3,802"
"Endogenous,IL12RB2,NM_001319233.1,11"
"Endogenous,CXCL9,NM_002416.2,46"
"Endogenous,TRAT1,NM_016388.3,11"
"Endogenous,STC1,NM_003155.2,38"
"Endogenous,IL2RB,NM_000878.2,29"
"Endogenous,LILRB4,NM_001278426.3,117"
"Endogenous,SOX2,NM_003106.2,15"
"Endogenous,HCK,NM_001172129.1,132"
"Endogenous,WNT2B,NM_001291880.1,49"
"Endogenous,IL1B,NM_000576.2,25"
"Endogenous,TLR1,NM_003263.3,168"
"Endogenous,CCL22,NM_002990.3,10"
"Endogenous,ICAM2,NM_000873.3,23"
"Endogenous,MAP3K12,NM_006301.3,53"
"Endogenous,JAG1,NM_000214.2,346"
"Endogenous,CCL3/L1,NM_021006.5,48"
"Endogenous,SOCS1,NM_003745.1,23"
"Endogenous,BCL2,NM_000633.2,239"
"Endogenous,MAP3K8,NM_001244134.1,196"
"Endogenous,MMP1,NM_002421.2,12"
"Endogenous,CMKLR1,NM_004072.2,95"
"Endogenous,TNFRSF17,NM_001192.2,8"
"Endogenous,TLR8,NM_138636.4,28"
"Endogenous,TPM1,NM_000366.5,571"
"Endogenous,CXorf36,NM_024689.2,74"
"Endogenous,NLRP3,NM_001079821.2,35"
"Endogenous,DEFB134,NM_001302695.1,19"
"Endogenous,HLA-DQA2,NM_020056.4,1070"
"Endogenous,CX3CR1,NM_001171171.1,254"
"Endogenous,APLNR,NM_005161.4,22"
"Endogenous,MXI1,NM_001008541.1,60"
"Endogenous,FZD9,NM_003508.2,18"
"Endogenous,COL4A5,NM_000495.4,149"
"Endogenous,FCAR,NM_133278.2,10"
"Endogenous,BRCA2,NM_000059.3,48"
"Endogenous,SFRP4,NM_003014.2,757"
"Endogenous,TLR3,NM_003265.2,131"
"Endogenous,IL2RG,NM_000206.1,54"
"Endogenous,CD84,NM_001184879.1,143"
"Endogenous,HLA-DPA1,NM_033554.2,2880"
"Endogenous,RBL2,NM_001323611.1,525"
"Endogenous,CCL18,NM_002988.3,165"
"Endogenous,IRF3,NM_001197122.1,142"
"Endogenous,TNFRSF8,NM_001243.3,12"
"Endogenous,KIR3DL2,NM_006737.2,11"
"Endogenous,TNFSF13,NM_003808.3,112"
"Endogenous,CLECL1,NM_172004.3,46"
"Endogenous,TNFRSF10B,NM_003842.3,61"
"Endogenous,MAGEC2,NM_016249.3,16"
"Endogenous,CDKN2A,NM_000077.4,146"
"Endogenous,ADM,NM_001124.2,67"
"Endogenous,PNOC,NM_001284244.1,45"
"Endogenous,CD247,NM_198053.2,27"
"Endogenous,PTPRC,NM_080921.3,96"
"Endogenous,OAS3,NM_006187.3,163"
"Endogenous,LAG3,NM_002286.5,84"
"Endogenous,FOSL1,NM_005438.3,94"
"Endogenous,EOMES,NM_001278182.1,28"
"Endogenous,IL10RA,NM_001558.2,128"
"Endogenous,WDR76,NM_024908.3,50"
"Endogenous,GPC4,NM_001448.2,194"
"Endogenous,SLAMF7,NM_021181.3,42"
"Endogenous,RSAD2,NM_080657.4,242"
"Endogenous,TLR5,NM_003268.5,204"
"Endogenous,VEGFA,NM_001171623.1,123"
"Endogenous,COL5A1,NM_000093.4,1087"
"Endogenous,CD3D,NM_000732.4,66"
"Endogenous,FBP1,NM_001127628.1,307"
"Endogenous,ERO1A,NM_014584.2,319"
"Endogenous,CCL21,NM_002989.2,29"
"Endogenous,E2F3,NM_001243076.2,136"
"Endogenous,LDHA,NM_001135239.1,1137"
"Endogenous,MS4A1,NM_021950.3,42"
"Endogenous,CD69,NM_001781.2,53"
"Endogenous,SERPINB5,NM_002639.4,85"
"Endogenous,FAP,NM_004460.2,698"
"Endogenous,ITGA2,NM_002203.3,182"
"Endogenous,SIGLEC5,NM_003830.3,13"
"Endogenous,SIRPB2,NM_001134836.1,37"
"Endogenous,EPM2AIP1,NM_014805.3,206"
"Endogenous,FGF18,NM_003862.2,26"
"Endogenous,HRAS,NM_005343.3,118"
"Endogenous,CCND1,NM_053056.2,1212"
"Endogenous,LAMB3,NM_000228.2,194"
"Endogenous,ID4,NM_001546.3,70"
"Endogenous,CCL4,NM_002984.2,34"
"Endogenous,GZMH,NM_033423.3,17"
"Endogenous,API5,NM_001142930.1,389"
"Endogenous,PTGER4,NM_000958.2,52"
"Endogenous,ITGB8,NM_002214.2,486"
"Endogenous,TNKS,NM_003747.2,168"
"Endogenous,B2M,NM_004048.2,3683"
"Endogenous,TP53,NM_000546.2,162"
"Endogenous,MAGEB2,NM_002364.4,18"
"Endogenous,LYZ,NM_000239.2,547"
"Endogenous,NCAM1,NM_000615.6,18"
"Endogenous,TCL1A,NM_001098725.1,5"
"Endogenous,HDC,NM_002112.3,34"
"Endogenous,CD27,NM_001242.4,19"
"Endogenous,SBNO2,NM_001100122.1,151"
"Endogenous,PECAM1,NM_000442.4,325"
"Endogenous,SERPINH1,NM_001207014.1,358"
"Endogenous,SPP1,NM_000582.2,1567"
"Endogenous,EGFR,NM_005228.3,94"
"Endogenous,CASP8,NM_001228.4,36"
"Endogenous,CCNA1,NM_001111045.1,13"
"Endogenous,TNFAIP3,NM_001270508.1,55"
"Endogenous,CDC25C,NM_001790.4,7"
"Endogenous,CXCR6,NM_006564.1,31"
"Endogenous,DLL1,NM_005618.3,56"
"Endogenous,OAS1,NM_001032409.1,128"
"Endogenous,HLA-DQB1,NM_002123.3,221"
"Endogenous,ROBO4,NM_019055.5,34"
"Endogenous,NFKB1,NM_003998.3,328"
"Endogenous,IFI27,NM_005532.3,659"
"Endogenous,HLA-DMB,NM_002118.3,462"
"Endogenous,CDKN1C,NM_000076.2,124"
"Endogenous,CEP55,NM_018131.3,22"
"Endogenous,ARG1,NM_000045.3,20"
"Endogenous,PLOD2,NM_182943.2,239"
"Endogenous,LAIR1,NM_001289023.2,62"
"Endogenous,SHC2,NM_012435.2,174"
"Endogenous,STAT3,NM_003150.3,1196"
"Endogenous,CD45RO,NM_080921.3,284"
"Endogenous,CD2,NM_001767.3,94"
"Endogenous,IL7R,NM_002185.3,42"
"Endogenous,FLNB,NM_001164319.1,752"
"Endogenous,PSMB5,NM_001130725.1,303"
"Endogenous,SLC1A5,NM_001145144.1,547"
"Endogenous,RICTOR,NM_001285439.1,394"
"Endogenous,ZAP70,NM_001079.3,40"
"Endogenous,TNFAIP6,NM_007115.3,250"
"Endogenous,BTLA,NM_001085357.1,10"
"Endogenous,RELA,NM_021975.3,140"
"Endogenous,MMP7,NM_002423.3,217"
"Endogenous,TCF3,NM_003200.3,240"
"Endogenous,IRF8,NM_002163.2,121"
"Endogenous,NOS2,NM_000625.4,7"
"Endogenous,A2M,NM_000014.4,1842"
"Endogenous,CCL20,NM_001130046.1,22"
"Endogenous,MKI67,NM_002417.2,59"
"Endogenous,IFNGR1,NM_000416.2,760"
"Endogenous,INHBA,NM_002192.2,210"
"Endogenous,WNT5B,NM_030775.2,42"
"Endogenous,CXCL5,NM_002994.4,17"
"Endogenous,SOX10,NM_006941.3,46"
"Endogenous,EGR1,NM_001964.2,173"
"Endogenous,STAT4,NM_001243835.1,71"
"Endogenous,IFIT3,NM_001031683.3,75"
"Endogenous,GMIP,NM_001288998.1,17"
"Endogenous,ARNT2,NM_014862.3,89"
"Endogenous,UBE2C,NM_007019.2,23"
"Endogenous,CHUK,NM_001278.4,138"
"Endogenous,GHR,NM_000163.2,50"
"Endogenous,TPI1,NM_000365.5,697"
"Endogenous,HAVCR2,NM_032782.3,149"
"Endogenous,GOT2,NM_002080.3,271"
"Endogenous,PIK3CA,NM_006218.2,185"
"Endogenous,TNFSF9,NM_003811.3,17"
"Endogenous,IDO1,NM_002164.5,16"
"Endogenous,APOE,NM_000041.2,407"
"Endogenous,LILRB2,NM_001278405.1,54"
"Endogenous,PARP4,NM_006437.3,297"
"Endogenous,PFKM,NM_000289.5,109"
"Endogenous,THY1,NM_006288.3,516"
"Endogenous,SAMD9,NM_017654.3,223"
"Endogenous,TGFB1,NM_000660.4,578"
"Endogenous,CD8A,NM_001768.6,31"
"Endogenous,SELE,NM_000450.2,29"
"Endogenous,CDKN2B,NM_004936.3,192"
"Endogenous,CD5,NM_001346456.1,21"
"Endogenous,HLA-A,NM_002116.7,1390"
"Endogenous,FZD8,NM_031866.1,41"
"Endogenous,BCL2L1,NM_001191.3,265"
"Endogenous,TNFRSF9,NM_001561.5,24"
"Endogenous,XCL1/2,NM_002995.2,16"
"Endogenous,MAGEA4,NM_001011548.1,11"
"Endogenous,PMS2,NM_000535.6,181"
"Endogenous,KLRD1,NM_002262.3,43"
"Endogenous,NFATC2,NM_173091.2,99"
"Endogenous,VEGFB,NM_003377.3,135"
"Endogenous,CDC20,NM_001255.1,18"
"Endogenous,OTOA,NM_001161683.1,20"
"Endogenous,TPSAB1/B2,NM_003294.3,437"
"Endogenous,P4HA1,NM_000917.3,131"
"Endogenous,P2RY13,NM_023914.2,96"
"Endogenous,EXO1,NM_006027.3,25"
"Endogenous,CD70,NM_001252.3,23"
"Endogenous,DDB2,NM_000107.2,153"
"Endogenous,NDUFA4L2,NM_020142.3,26"
"Endogenous,IFITM1,NM_003641.3,929"
"Endogenous,IFNAR1,NM_000629.2,255"
"Endogenous,TREM1,NM_001242589.2,23"
"Endogenous,CXCL13,NM_006419.2,20"
"Endogenous,TWIST2,NM_001271893.3,8"
"Endogenous,HLA-DRB1,NM_002124.3,1867"
"Endogenous,FGFR1,NM_001174064.1,92"
"Endogenous,TBXAS1,NM_001061.4,212"
"Endogenous,NCR1,NM_001145457.2,12"
"Endogenous,SOX11,NM_003108.3,39"
"Endogenous,TLR2,NM_001318787.1,253"
"Endogenous,TWF1,NM_002822.4,620"
"Endogenous,CCL5,NM_002985.2,65"
"Endogenous,ITGAL,NM_002209.2,76"
"Endogenous,MYCT1,NM_025107.2,21"
"Endogenous,CD96,NM_005816.4,33"
"Endogenous,PROM1,NM_001145847.1,171"
"Endogenous,OASL,NM_003733.2,25"
"Endogenous,IFNG,NM_000619.2,19"
"Endogenous,BATF3,NM_018664.2,39"
"Endogenous,EZH2,NM_004456.4,52"
"Endogenous,IRF5,NM_002200.3,34"
"Endogenous,PCK2,NM_001018073.2,106"
"Endogenous,EPCAM,NM_002354.2,165"
"Endogenous,CD19,NM_001770.4,17"
"Endogenous,GBP4,NM_052941.4,89"
"Endogenous,MSH6,NM_000179.2,67"
"Endogenous,TNFRSF11B,NM_002546.3,65"
"Endogenous,NOTCH1,NM_017617.3,93"
"Endogenous,CASP9,XM_011542270.1,66"
"Endogenous,RAD51C,NM_058216.2,50"
"Endogenous,HLA-DMA,NM_006120.3,667"
"Endogenous,SFRP1,NM_003012.3,165"
"Endogenous,MAGEA1,NM_004988.4,20"
"Endogenous,ENTPD1,NM_001098175.1,304"
"Endogenous,ROCK1,NM_005406.2,123"
"Endogenous,FCGR2A,NM_021642.3,744"
"Endogenous,NGFR,NM_002507.3,67"
"Endogenous,ALDOC,NM_005165.2,93"
"Endogenous,CCNE1,NM_001238.1,31"
"Endogenous,ITGAX,NM_000887.4,295"
"Endogenous,BLM,NM_000057.3,33"
"Endogenous,MLANA,NM_005511.1,15"
"Endogenous,FCGR1A,NM_000566.3,118"
"Endogenous,CD47,NM_001777.3,489"
"Endogenous,CSF2,NM_000758.3,15"
"Endogenous,CDH5,NM_001795.3,71"
"Endogenous,SLC7A5,NM_003486.6,67"
"Endogenous,GIMAP4,NM_018326.2,219"
"Endogenous,HIF1A,NM_181054.2,586"
"Endogenous,CDK2,NM_001290230.1,149"
"Endogenous,PDCD1,NM_005018.1,20"
"Endogenous,ATF3,NM_001674.3,35"
"Endogenous,TIE1,NM_005424.4,45"
"Endogenous,CD44,NM_001001392.1,513"
"Endogenous,ALDOA,NM_000034.3,1698"
"Endogenous,FAS,NM_000043.3,44"
"Endogenous,MRE11,NM_001330347.1,250"
"Endogenous,IL10,NM_000572.2,14"
"Endogenous,BMP2,NM_001200.3,29"
"Endogenous,BAX,NM_004324.3,183"
"Endogenous,EIF5AL1,NM_001099692.1,13"
"Endogenous,KIT,NM_000222.2,160"
"Endogenous,CDK6,NM_001145306.1,68"
"Endogenous,SPIB,NM_003121.3,16"
"Endogenous,PFKFB3,NM_004566.3,64"
"Endogenous,CXCL12,NM_199168.3,136"
"Endogenous,CSF3,NM_000759.3,15"
"Endogenous,KIR2DL3,NM_015868.2,24"
"Endogenous,CD40,NM_001250.5,83"
"Endogenous,IRF1,NM_002198.2,258"
"Endogenous,MGMT,NM_002412.3,244"
"Endogenous,GLUD1,NM_005271.2,723"
"Endogenous,IFI35,NM_005533.4,100"
"Endogenous,PF4,NM_002619.3,12"
"Endogenous,GPSM3,NM_001276501.1,92"
"Endogenous,SLC2A1,NM_006516.2,43"
"Endogenous,IL2,NM_000586.2,17"
"Endogenous,SNAI1,NM_005985.3,73"
"Endogenous,CTNNB1,NM_001098209.1,2889"
"Endogenous,NOTCH2,NM_024408.3,555"
"Endogenous,NFKB2,NM_001077494.3,171"
"Endogenous,IL33,NM_033439.3,33"
"Endogenous,TREM2,NM_018965.3,237"
"Endogenous,LAMC2,NM_005562.2,225"
"Endogenous,AQP9,NM_001320635.1,26"
"Endogenous,PRKCA,NM_002737.2,54"
"Endogenous,TSLP,NM_033035.4,25"
"Endogenous,HLA-DOB,NM_002120.3,27"
"Endogenous,ANGPTL4,NM_001039667.2,20"
"Endogenous,TNFRSF25,NM_148970.1,136"
"Endogenous,MS4A4A,NM_001243266.1,158"
"Endogenous,CLEC5A,NM_013252.2,149"
"Endogenous,ITGAM,NM_000632.3,42"
"Endogenous,MMP9,NM_004994.2,25"
"Endogenous,CD7,NM_006137.6,12"
"Endogenous,VHL,NM_198156.1,85"
"Endogenous,OLFML2B,NM_015441.1,154"
"Endogenous,IL6,NM_000600.3,14"
"Endogenous,TNFRSF1A,NM_001065.2,477"
"Endogenous,DKK1,NM_012242.2,22"
"Endogenous,FANCA,NM_001018112.1,15"
"Endogenous,TNF,NM_000594.3,46"
"Endogenous,LTB,NM_002341.1,42"
"Endogenous,PPARGC1B,NM_001172699.1,38"
"Endogenous,RPS6KB1,NM_001272042.1,189"
"Endogenous,CD38,NM_001775.2,16"
"Endogenous,DTX3L,NM_138287.3,303"
"Endogenous,TMEM173,NM_198282.1,338"
"Endogenous,NEIL1,NM_024608.2,78"
"Endogenous,HELLS,NM_001289067.1,61"
"Endogenous,TGFBR1,NM_001130916.2,879"
"Endogenous,MB21D1,NM_138441.2,52"
"Endogenous,CCR2,NM_001123041.2,31"
"Endogenous,MSH2,NM_000251.1,306"
"Endogenous,RAD51,NM_133487.3,11"
"Endogenous,TNFRSF18,NM_148901.1,31"
"Endogenous,FCGR3A/B,NM_000570.4,381"
"Endogenous,STAT1,NM_007315.3,596"
"Endogenous,CTSS,NM_004079.3,960"
"Endogenous,PDK1,NM_002610.3,128"
"Endogenous,ITGAV,NM_001144999.2,1271"
"Endogenous,ANGPT1,NM_001199859.1,29"
"Endogenous,BCL6B,NM_181844.3,28"
"Endogenous,CDH2,NM_001792.3,41"
"Endogenous,CSF3R,NM_000760.3,140"
"Endogenous,RELB,NM_006509.3,94"
"Endogenous,CXCL16,NM_001100812.1,292"
"Endogenous,IL6R,NM_000565.3,52"
"Endogenous,PDGFA,NM_033023.4,57"
"Endogenous,PIK3R1,NM_001242466.1,233"
"Endogenous,HK1,NM_000188.2,222"
"Endogenous,AXL,NM_001699.4,154"
"Endogenous,HK2,NM_000189.4,66"
"Endogenous,PDGFRB,NM_002609.3,571"
"Endogenous,FADD,NM_003824.3,563"
"Endogenous,CD74,NM_001025159.2,6166"
"Endogenous,RIPK2,NM_003821.5,138"
"Endogenous,CD45RB,ENST00000367367.1,80"
"Endogenous,BAD,NM_004322.3,52"
"Endogenous,PKM,NM_001206796.2,1913"
"Endogenous,KLRB1,NM_002258.2,28"
"Endogenous,ADORA2A,NM_000675.5,26"
"Endogenous,IFIT1,NM_001270930.1,107"
"Endogenous,UBE2T,NM_014176.1,33"
"Endogenous,RPL23,NM_000978.3,3335"
"Endogenous,ARG2,NM_001172.3,54"
"Endogenous,TGFBR2,NM_001024847.2,287"
"Endogenous,CRABP2,NM_001199723.1,2236"
"Endogenous,BLK,NM_001330465.1,20"
"Endogenous,CCL14,NM_032962.4,161"
"Endogenous,CCNB1,NM_031966.2,95"
"Endogenous,STAT2,NM_005419.2,819"
