code_class,gene,type,mean_count,log2_transformed
Endogenous,OAS3,post,210.2,7.715618859074816
Endogenous,LAG3,pre,114.4,6.837943241891027
Endogenous,LAG3,post,80.8,6.336283387864432
Endogenous,FOSL1,pre,113,6.820178962415188
Endogenous,FOSL1,post,101.8,6.669593751188333
Endogenous,EOMES,pre,74.2,6.213347281733441
Endogenous,EOMES,post,41,5.357552004618084
Endogenous,IL10RA,pre,202.5,7.661778097771987
Endogenous,IL10RA,post,130,7.022367813028454
Endogenous,WDR76,pre,105.8,6.7251958172266635
Endogenous,WDR76,post,65.5,6.03342300153745
Endogenous,GPC4,pre,115.2,6.84799690655495
Endogenous,GPC4,post,116,6.857980995127572
Endogenous,SLAMF7,pre,86.6,6.436295119839363
Endogenous,SLAMF7,post,56.3,5.815063017192867
Endogenous,RSAD2,pre,598.6,9.225448468610738
Endogenous,RSAD2,post,378.2,8.5630055530624
Endogenous,TLR5,pre,162.2,7.3416300093299105
Endogenous,TLR5,post,143.2,7.161887682376894
Endogenous,VEGFA,pre,361.5,8.497851836951117
Endogenous,VEGFA,post,164.8,7.364572432295856
Endogenous,COL5A1,pre,662.5,9.371776644337924
Endogenous,COL5A1,post,1090,10.090112419664289
Endogenous,CD3D,pre,145.2,7.181897643108388
Endogenous,CD3D,post,74.2,6.213347281733441
Endogenous,FBP1,pre,1048.4,10.033973543441055
Endogenous,FBP1,post,497.2,8.957682486165123
Endogenous,ERO1A,pre,849.4,9.73030029846004
Endogenous,ERO1A,post,609.2,9.25077213159993
Endogenous,CCL21,pre,61.8,5.949534933017012
Endogenous,CCL21,post,42.2,5.399171093819823
Endogenous,E2F3,pre,322.4,8.332707933640606
Endogenous,E2F3,post,136.2,7.0895828931247085
Endogenous,LDHA,pre,3772.6,11.881343427320473
Endogenous,LDHA,post,1398,10.449148645375436
Endogenous,MS4A1,pre,63,5.977279923499917
Endogenous,MS4A1,post,51,5.672425341971495
Endogenous,CD69,pre,60.5,5.918863237274595
Endogenous,CD69,post,57.5,5.845490050944375
Endogenous,SERPINB5,pre,38.8,5.277984747299765
Endogenous,SERPINB5,post,40.8,5.350497247084133
Endogenous,FAP,pre,352,8.459431618637296
Endogenous,FAP,post,872.2,9.768515180194244
Endogenous,ITGA2,pre,243.4,7.9271853578263665
Endogenous,ITGA2,post,159.3,7.315602456637947
Endogenous,SIGLEC5,pre,23.2,4.53605290024021
Endogenous,SIGLEC5,post,18.5,4.20945336562895
Endogenous,SIRPB2,pre,29.2,4.867896463992655
Endogenous,SIRPB2,post,39.5,5.303780748177103
Endogenous,EPM2AIP1,pre,604.6,9.239837168740346
Endogenous,EPM2AIP1,post,258,8.011227255423254
Endogenous,FGF18,pre,31.4,4.972692654004264
Endogenous,FGF18,post,23.2,4.53605290024021
Endogenous,HRAS,pre,338.8,8.404290064444837
Endogenous,HRAS,post,138,7.108524456778169
Endogenous,CCND1,pre,2101,11.036860446673046
Endogenous,CCND1,post,1698.5,10.7300455028792
Endogenous,LAMB3,pre,148,7.20945336562895
Endogenous,LAMB3,post,91,6.507794640198696
Endogenous,ID4,pre,71.8,6.165911938935689
Endogenous,ID4,post,76.4,6.255500733148386
Endogenous,CCL4,pre,77,6.266786540694901
Endogenous,CCL4,post,57.2,5.837943241891027
Endogenous,GZMH,pre,22.8,4.5109619192773796
Endogenous,GZMH,post,15.6,3.963474123974886
Endogenous,API5,pre,1131.4,10.143893360756412
Endogenous,API5,post,584.2,9.190318547941816
Endogenous,PTGER4,pre,185.8,7.537606691495291
Endogenous,PTGER4,post,54,5.754887502163468
Endogenous,ITGB8,pre,455.4,8.83099048124926
Endogenous,ITGB8,post,147.8,7.207502459258789
Endogenous,TNKS,pre,376,8.554588851677638
Endogenous,TNKS,post,204,7.672425341971495
Endogenous,B2M,pre,15099.2,13.882184492900635
Endogenous,B2M,post,5391,12.396337194231098
Endogenous,TP53,pre,432.8,8.757556688939452
Endogenous,TP53,post,171.8,7.424586226251101
Endogenous,MAGEB2,pre,22,4.459431618637297
Endogenous,MAGEB2,post,16.7,4.06177619758669
Endogenous,LYZ,pre,2296.2,11.165032591502289
Endogenous,LYZ,post,659.5,9.365228849251544
Endogenous,NCAM1,pre,23.8,4.572889668420581
Endogenous,NCAM1,post,19.5,4.285402218862249
Endogenous,TCL1A,pre,9,3.169925001442312
Endogenous,TCL1A,post,5,2.321928094887362
Endogenous,HDC,pre,40.2,5.329123596291566
Endogenous,HDC,post,30.5,4.930737337562887
Endogenous,CD27,pre,144,7.169925001442312
Endogenous,CD27,post,24.2,4.596935142387232
Endogenous,SBNO2,pre,256,8
Endogenous,SBNO2,post,143.3,7.162894799374784
Endogenous,PECAM1,pre,1272,10.312882955284355
Endogenous,PECAM1,post,603.8,9.237926946626263
Endogenous,SERPINH1,pre,347.8,8.442114122419225
Endogenous,SERPINH1,post,300.2,8.229780166733326
Endogenous,SPP1,pre,1894.2,10.887372951146778
Endogenous,SPP1,post,995.5,9.959277505720502
Endogenous,EGFR,pre,69.5,6.118941072723508
Endogenous,EGFR,post,72,6.169925001442312
Endogenous,CASP8,pre,92.6,6.532940288372874
Endogenous,CASP8,post,69.8,6.125155131322289
Endogenous,CCNA1,pre,13.5,3.7548875021634687
Endogenous,CCNA1,post,13.2,3.722466024471091
Endogenous,TNFAIP3,pre,109,6.768184324776926
Endogenous,TNFAIP3,post,53.3,5.736063627871814
Endogenous,CDC25C,pre,28.2,4.817623257511431
Endogenous,CDC25C,post,10.5,3.3923174227787602
Endogenous,CXCR6,pre,81,6.339850002884624
Endogenous,CXCR6,post,30.7,4.940166750482817
Endogenous,DLL1,pre,42.8,5.419538891513785
Endogenous,DLL1,post,35,5.129283016944966
Endogenous,OAS1,pre,791,9.627533884472792
Endogenous,OAS1,post,251.2,7.972692654004264
Endogenous,HLA-DQB1,pre,300.8,8.232660756790276
Endogenous,HLA-DQB1,post,156.8,7.292781749227846
Endogenous,ROBO4,pre,124.6,6.96116025813664
Endogenous,ROBO4,post,52,5.700439718141092
Endogenous,NFKB1,pre,880.6,9.78234303404953
Endogenous,NFKB1,post,399.2,8.640967910449898
Endogenous,IFI27,pre,4894.6,12.256975248352976
Endogenous,IFI27,post,1835.2,10.841721581128462
Endogenous,HLA-DMB,pre,716.6,9.485024233323374
Endogenous,HLA-DMB,post,494.3,8.949243096252411
Endogenous,CDKN1C,pre,171,7.417852514885898
Endogenous,CDKN1C,post,166.2,7.376776571882982
Endogenous,CEP55,pre,58,5.857980995127572
Endogenous,CEP55,post,23,4.523561956057013
Endogenous,ARG1,pre,16,4
Endogenous,ARG1,post,23.8,4.572889668420581
Endogenous,PLOD2,pre,267.2,8.06177619758669
Endogenous,PLOD2,post,338.4,8.402585758232588
Endogenous,LAIR1,pre,92,6.523561956057013
Endogenous,LAIR1,post,66.8,6.06177619758669
Endogenous,SHC2,pre,164.2,7.359310316890443
Endogenous,SHC2,post,172,7.426264754702098
Endogenous,STAT3,pre,2321,11.180530807344482
Endogenous,STAT3,post,1073.2,10.067703244373158
Endogenous,CD45RO,pre,500,8.965784284662087
Endogenous,CD45RO,post,272,8.087462841250339
Endogenous,CD2,pre,227.2,7.82781902461732
Endogenous,CD2,post,100,6.643856189774724
Endogenous,IL7R,pre,157.3,7.297374860528325
Endogenous,IL7R,post,54.5,5.768184324776926
Endogenous,FLNB,pre,1242,10.278449458220482
Endogenous,FLNB,post,785.8,9.618018357571325
Endogenous,PSMB5,pre,1382.2,10.432750668935167
Endogenous,PSMB5,post,482,8.912889336229961
Endogenous,SLC1A5,pre,1369,10.4189067312579
Endogenous,SLC1A5,post,845.2,9.723148957047579
Endogenous,RICTOR,pre,544.6,9.089053172156433
Endogenous,RICTOR,post,614.2,9.262564702088513
Endogenous,ZAP70,pre,85.5,6.417852514885898
Endogenous,ZAP70,post,35.2,5.137503523749935
Endogenous,TNFAIP6,pre,137.7,7.105384749247602
Endogenous,TNFAIP6,post,284.8,8.153805336079035
Endogenous,BTLA,pre,24.8,4.632268215499513
Endogenous,BTLA,post,14.8,3.8875252707415875
Endogenous,RELA,pre,562,9.134426320220927
Endogenous,RELA,post,142.8,7.157852169141737
Endogenous,MMP7,pre,711.2,9.474111513942407
Endogenous,MMP7,post,278.6,8.12205144771389
Endogenous,TCF3,pre,566,9.144658242831882
Endogenous,TCF3,post,177.8,7.4741115139424075
Endogenous,IRF8,pre,127.2,6.990954860396993
Endogenous,IRF8,post,95.2,6.572889668420581
Endogenous,NOS2,pre,11.6,3.5360529002402097
Endogenous,NOS2,post,9.8,3.292781749227846
Endogenous,A2M,pre,3559.2,11.797337288288425
Endogenous,A2M,post,2003.2,10.968090752045256
Endogenous,CCL20,pre,26,4.700439718141092
Endogenous,CCL20,post,16,4
Endogenous,MKI67,pre,253.4,7.985272714253447
Endogenous,MKI67,post,72.5,6.1799090900149345
Endogenous,IFNGR1,pre,980,9.936637939002571
Endogenous,IFNGR1,post,673,9.394462694610317
Endogenous,INHBA,pre,132,7.044394119358453
Endogenous,INHBA,post,232,7.857980995127572
Endogenous,WNT5B,pre,29.8,4.897240425574799
Endogenous,WNT5B,post,24.5,4.614709844115208
Endogenous,CXCL5,pre,16,4
Endogenous,CXCL5,post,16.3,4.026800059343715
Endogenous,SOX10,pre,23.2,4.53605290024021
Endogenous,SOX10,post,29.2,4.867896463992655
Endogenous,EGR1,pre,272.2,8.088523256616632
Endogenous,EGR1,post,174.5,7.447083226209652
Endogenous,STAT4,pre,109,6.768184324776926
Endogenous,STAT4,post,54.8,5.776103988073165
Endogenous,IFIT3,pre,305.6,8.255500733148386
Endogenous,IFIT3,post,145,7.1799090900149345
Endogenous,GMIP,pre,47.2,5.560714954474479
Endogenous,GMIP,post,18.8,4.232660756790275
Endogenous,ARNT2,pre,170,7.409390936137702
Endogenous,ARNT2,post,108.8,6.765534746362977
Endogenous,UBE2C,pre,124.8,6.963474123974886
Endogenous,UBE2C,post,41,5.357552004618084
Endogenous,CHUK,pre,528.8,9.046578366620329
Endogenous,CHUK,post,180.5,7.495855026887171
Endogenous,GHR,pre,332,8.375039431346925
Endogenous,GHR,post,355.8,8.474922700379798
Endogenous,TPI1,pre,2645,11.369052007001388
Endogenous,TPI1,post,857,9.7431513941125
Endogenous,HAVCR2,pre,171.5,7.422064766172812
Endogenous,HAVCR2,post,158.5,7.3083390301394076
Endogenous,GOT2,pre,884.8,9.789207575347344
Endogenous,GOT2,post,505.8,8.982423226775877
Endogenous,PIK3CA,pre,322.6,8.333602628268281
Endogenous,PIK3CA,post,266.2,8.05636676102453
Endogenous,TNFSF9,pre,16.5,4.044394119358453
Endogenous,TNFSF9,post,16.3,4.026800059343715
Endogenous,IDO1,pre,61.2,5.9354597478052895
Endogenous,IDO1,post,26.2,4.7114949066500875
Endogenous,APOE,pre,1888.6,10.883101460118509
Endogenous,APOE,post,1062.5,10.053247125912426
Endogenous,LILRB2,pre,104.2,6.703211467391146
Endogenous,LILRB2,post,52.7,5.719731056749852
Endogenous,PARP4,pre,535,9.06339508128851
Endogenous,PARP4,post,328.8,8.36106648879432
Endogenous,PFKM,pre,217.6,7.765534746362977
Endogenous,PFKM,post,144,7.169925001442312
Endogenous,THY1,pre,735,9.521600439723727
Endogenous,THY1,post,608.2,9.248402006143435
Endogenous,SAMD9,pre,526.7,9.040837649266594
Endogenous,SAMD9,post,251.2,7.972692654004264
Endogenous,TGFB1,pre,1142.2,10.157599574368986
Endogenous,TGFB1,post,608.2,9.248402006143435
Endogenous,CD8A,pre,75,6.22881869049588
Endogenous,CD8A,post,40.2,5.329123596291566
Endogenous,SELE,pre,70.6,6.141596278383818
Endogenous,SELE,post,54.2,5.760220946466509
Endogenous,CDKN2B,pre,101.2,6.661065479806948
Endogenous,CDKN2B,post,165,7.366322214245816
Endogenous,CD5,pre,39.5,5.303780748177103
Endogenous,CD5,post,22,4.459431618637297
Endogenous,HLA-A,pre,6999.2,12.772974317864048
Endogenous,HLA-A,post,1940.2,10.921989660855962
Endogenous,FZD8,pre,197,7.6220518194563764
Endogenous,FZD8,post,60.5,5.918863237274595
Endogenous,BCL2L1,pre,729.2,9.510170751151772
Endogenous,BCL2L1,post,362.5,8.501837184902296
Endogenous,TNFRSF9,pre,45.2,5.498250867527825
Endogenous,TNFRSF9,post,28.2,4.817623257511431
Endogenous,XCL1/2,pre,43.5,5.442943495848728
Endogenous,XCL1/2,post,20.5,4.357552004618084
Endogenous,MAGEA4,pre,10.4,3.37851162325373
Endogenous,MAGEA4,post,11,3.4594316186372973
Endogenous,PMS2,pre,357,8.479780264029099
Endogenous,PMS2,post,226.5,7.8233672400462355
Endogenous,KLRD1,pre,67.2,6.070389327891398
Endogenous,KLRD1,post,33.5,5.066089190457772
Endogenous,NFATC2,pre,179,7.483815777264256
Endogenous,NFATC2,post,104.5,6.7073591320808825
Endogenous,VEGFB,pre,563.4,9.138015753487569
Endogenous,VEGFB,post,181.2,7.501439145158873
Endogenous,CDC20,pre,65.4,6.03121873061072
Endogenous,CDC20,post,21.5,4.426264754702098
Endogenous,OTOA,pre,11,3.4594316186372973
Endogenous,OTOA,post,17,4.087462841250339
Endogenous,TPSAB1/B2,pre,1012.8,9.984133594540978
Endogenous,TPSAB1/B2,post,509.5,8.992938336165814
Endogenous,P4HA1,pre,268.2,8.06716542701711
Endogenous,P4HA1,post,172.4,7.429615964201735
Endogenous,P2RY13,pre,141.2,7.141596278383818
Endogenous,P2RY13,post,70,6.129283016944966
Endogenous,EXO1,pre,80,6.321928094887363
Endogenous,EXO1,post,30.8,4.944858445807539
Endogenous,CD70,pre,18.3,4.19377174339668
Endogenous,CD70,post,24,4.584962500721156
Endogenous,DDB2,pre,350.2,8.452035273546196
Endogenous,DDB2,post,155.5,7.280770770130602
Endogenous,NDUFA4L2,pre,65.2,6.026800059343715
Endogenous,NDUFA4L2,post,31.5,4.977279923499917
Endogenous,IFITM1,pre,3628,11.824958740528523
Endogenous,IFITM1,post,968,9.918863237274595
Endogenous,IFNAR1,pre,532.6,9.056908618323252
Endogenous,IFNAR1,post,443.8,8.79376585730965
Endogenous,TREM1,pre,26.4,4.722466024471091
Endogenous,TREM1,post,24.7,4.626439136697315
Endogenous,CXCL13,pre,230,7.845490050944375
Endogenous,CXCL13,post,34.5,5.108524456778169
Endogenous,TWIST2,pre,9.2,3.2016338611696504
Endogenous,TWIST2,post,8.2,3.035623909730721
Endogenous,HLA-DRB1,pre,1759,10.78053976747196
Endogenous,HLA-DRB1,post,1192.5,10.219773550892874
Endogenous,FGFR1,pre,262.8,8.037821465434968
Endogenous,FGFR1,post,134.2,7.068240861312821
Endogenous,TBXAS1,pre,241.2,7.9140860970127225
Endogenous,TBXAS1,post,206,7.6865005271832185
Endogenous,NCR1,pre,17,4.087462841250339
Endogenous,NCR1,post,18,4.169925001442312
Endogenous,SOX11,pre,22.8,4.5109619192773796
Endogenous,SOX11,post,50.2,5.649615459063409
Endogenous,TLR2,pre,295.8,8.208478242211706
Endogenous,TLR2,post,237.7,7.8929980930550725
Endogenous,TWF1,pre,1553.4,10.601213655733906
Endogenous,TWF1,post,658,9.361943773735241
Endogenous,CCL5,pre,332.2,8.375908263075013
Endogenous,CCL5,post,81.8,6.354028938054387
Endogenous,ITGAL,pre,147.8,7.207502459258789
Endogenous,ITGAL,post,71.2,6.153805336079036
Endogenous,MYCT1,pre,39.2,5.292781749227846
Endogenous,MYCT1,post,40.3,5.332707933640605
Endogenous,CD96,pre,92.2,6.526694845541976
Endogenous,CD96,post,33.2,5.053111336459563
Endogenous,PROM1,pre,134,7.066089190457772
Endogenous,PROM1,post,26,4.700439718141092
Endogenous,OASL,pre,112.6,6.815063017192867
Endogenous,OASL,post,31.5,4.977279923499917
Endogenous,IFNG,pre,14,3.807354922057604
Endogenous,IFNG,post,15.8,3.9818526532897405
Endogenous,BATF3,pre,68.2,6.0916998341368105
Endogenous,BATF3,post,31.5,4.977279923499917
Endogenous,EZH2,pre,137.2,7.1001366712854495
Endogenous,EZH2,post,50.8,5.666756591884804
Endogenous,IRF5,pre,50,5.643856189774724
Endogenous,IRF5,post,29.8,4.897240425574799
Endogenous,PCK2,pre,432.2,8.755555261972145
Endogenous,PCK2,post,144.8,7.177917792195843
Endogenous,EPCAM,pre,717.2,9.486231677981012
Endogenous,EPCAM,post,454.6,8.828453873930485
Endogenous,CD19,pre,42.6,5.412781525338476
Endogenous,CD19,post,31.7,4.986410935252045
Endogenous,GBP4,pre,292,8.189824558880018
Endogenous,GBP4,post,107.8,6.752213367865143
Endogenous,MSH6,pre,165.8,7.373300196608388
Endogenous,MSH6,post,73.5,6.199672344836364
Endogenous,TNFRSF11B,pre,22,4.459431618637297
Endogenous,TNFRSF11B,post,24.5,4.614709844115208
Endogenous,NOTCH1,pre,425.8,8.734032139564931
Endogenous,NOTCH1,post,88.2,6.462706750670158
Endogenous,CASP9,pre,127.2,6.990954860396993
Endogenous,CASP9,post,49.8,5.638073837180719
Endogenous,RAD51C,pre,125.4,6.970393537914677
Endogenous,RAD51C,post,105.8,6.7251958172266635
Endogenous,HLA-DMA,pre,779.2,9.60584986719498
Endogenous,HLA-DMA,post,651.7,9.348064184729036
Endogenous,SFRP1,pre,141.5,7.144658242831882
Endogenous,SFRP1,post,123,6.94251450533924
Endogenous,MAGEA1,pre,21.8,4.446256229889564
Endogenous,MAGEA1,post,23.2,4.53605290024021
Endogenous,ENTPD1,pre,638.2,9.31786479839195
Endogenous,ENTPD1,post,296,8.20945336562895
Endogenous,ROCK1,pre,280.2,8.130313145543456
Endogenous,ROCK1,post,135,7.076815597050831
Endogenous,FCGR2A,pre,730.6,9.512937943474656
Endogenous,FCGR2A,post,645.8,9.334943630726618
Endogenous,NGFR,pre,59.2,5.8875252707415875
Endogenous,NGFR,post,62.8,5.972692654004264
Endogenous,ALDOC,pre,363,8.50382573799575
Endogenous,ALDOC,post,129.8,7.020146573111776
Endogenous,CCNE1,pre,75,6.22881869049588
Endogenous,CCNE1,post,36.5,5.189824558880018
Endogenous,ITGAX,pre,261.8,8.03232128705788
Endogenous,ITGAX,post,201,7.651051691178929
Endogenous,BLM,pre,49.2,5.620586410451877
Endogenous,BLM,post,41.8,5.38543103719352
Endogenous,MLANA,pre,16.8,4.070389327891398
Endogenous,MLANA,post,20.4,4.350497247084133
Endogenous,FCGR1A,pre,88.2,6.462706750670158
Endogenous,FCGR1A,post,119.7,6.903279342056139
Endogenous,CD47,pre,1034,10.014020470314934
Endogenous,CD47,post,472.8,8.88508622529017
Endogenous,CSF2,pre,14,3.807354922057604
Endogenous,CSF2,post,18,4.169925001442312
Endogenous,CDH5,pre,175.4,7.45450493755737
Endogenous,CDH5,post,83.2,6.37851162325373
Endogenous,SLC7A5,pre,210.8,7.719731056749852
Endogenous,SLC7A5,post,89.8,6.4886435398537845
Endogenous,GIMAP4,pre,487.2,8.92837032301897
Endogenous,GIMAP4,post,257.5,8.00842862207058
Endogenous,HIF1A,pre,993,9.955649907528374
Endogenous,HIF1A,post,519.8,9.021812823584838
Endogenous,CDK2,pre,610.8,9.25455625190949
Endogenous,CDK2,post,138.5,7.113742166049188
Endogenous,PDCD1,pre,20.8,4.37851162325373
Endogenous,PDCD1,post,16.5,4.044394119358453
Endogenous,ATF3,pre,109,6.768184324776926
Endogenous,ATF3,post,36.8,5.20163386116965
Endogenous,TIE1,pre,166,7.3750394313469245
Endogenous,TIE1,post,78.8,6.300123724569014
Endogenous,CD44,pre,892.8,9.802193216941825
Endogenous,CD44,post,337.5,8.398743691938193
Endogenous,ALDOA,pre,6792.6,12.729748184482487
Endogenous,ALDOA,post,3573.2,11.803000951715116
Endogenous,FAS,pre,73.2,6.19377174339668
Endogenous,FAS,post,37,5.20945336562895
Endogenous,MRE11,pre,370.4,8.532940288372874
Endogenous,MRE11,post,209,7.7073591320808825
Endogenous,IL10,pre,17.2,4.104336659814735
Endogenous,IL10,post,15.2,3.925999418556223
Endogenous,BMP2,pre,25,4.643856189774724
Endogenous,BMP2,post,39.8,5.314696525656286
Endogenous,BAX,pre,626.4,9.290940402403677
Endogenous,BAX,post,207.5,7.696967526234287
Endogenous,EIF5AL1,pre,10.4,3.37851162325373
Endogenous,EIF5AL1,post,13.7,3.776103988073164
Endogenous,KIT,pre,158,7.303780748177103
Endogenous,KIT,post,178.4,7.478971805032942
Endogenous,CDK6,pre,179.6,7.4886435398537845
Endogenous,CDK6,post,70.8,6.145677455195635
Endogenous,SPIB,pre,18.2,4.185866545311334
Endogenous,SPIB,post,13,3.700439718141092
Endogenous,PFKFB3,pre,109.2,6.77082904603249
Endogenous,PFKFB3,post,55,5.78135971352466
Endogenous,CXCL12,pre,544.2,9.087993146362317
Endogenous,CXCL12,post,97.5,6.60733031374961
Endogenous,CSF3,pre,5.2,2.37851162325373
Endogenous,CSF3,post,13,3.700439718141092
Endogenous,KIR2DL3,pre,19.3,4.270528942380718
Endogenous,KIR2DL3,post,20.6,4.364572432295856
Endogenous,CD40,pre,196.6,7.619119511453218
Endogenous,CD40,post,78.8,6.300123724569014
Endogenous,IRF1,pre,608.8,9.249824548616184
Endogenous,IRF1,post,215.2,7.749534267669262
Endogenous,MGMT,pre,479.8,8.906289347406073
Endogenous,MGMT,post,250.8,7.970393537914677
Endogenous,GLUD1,pre,1900,10.89178370321831
Endogenous,GLUD1,post,655.8,9.357112091505698
Endogenous,IFI35,pre,368,8.523561956057012
Endogenous,IFI35,post,145,7.1799090900149345
Endogenous,PF4,pre,15,3.9068905956085187
Endogenous,PF4,post,17.8,4.153805336079036
Endogenous,GPSM3,pre,199,7.636624620543649
Endogenous,GPSM3,post,89.3,6.48058827023386
Endogenous,SLC2A1,pre,75,6.22881869049588
Endogenous,SLC2A1,post,43,5.426264754702098
Endogenous,IL2,pre,18.4,4.20163386116965
Endogenous,IL2,post,21,4.392317422778761
Endogenous,SNAI1,pre,85.2,6.412781525338476
Endogenous,SNAI1,post,71.5,6.159871336778389
Endogenous,CTNNB1,pre,5607.8,12.453219181772138
Endogenous,CTNNB1,post,2492.2,11.283204134496788
Endogenous,NOTCH2,pre,1606.6,10.649795066289398
Endogenous,NOTCH2,post,436,8.768184324776927
Endogenous,NFKB2,pre,330.2,8.367196310025896
Endogenous,NFKB2,post,127.5,6.994353436858858
Endogenous,IL33,pre,57.8,5.8529975876133165
Endogenous,IL33,post,59.7,5.899659026377443
Endogenous,TREM2,pre,253.8,7.987548258953743
Endogenous,TREM2,post,246.2,7.943686951597095
Endogenous,LAMC2,pre,85.8,6.422905742612183
Endogenous,LAMC2,post,148.2,7.211401637418471
Endogenous,AQP9,pre,29,4.857980995127572
Endogenous,AQP9,post,54.8,5.776103988073165
Endogenous,PRKCA,pre,87.2,6.446256229889564
Endogenous,PRKCA,post,69.4,6.116863757690899
Endogenous,TSLP,pre,16.2,4.017921907997263
Endogenous,TSLP,post,24,4.584962500721156
Endogenous,HLA-DOB,pre,37.8,5.24031432933371
Endogenous,HLA-DOB,post,32,5
Endogenous,ANGPTL4,pre,62,5.954196310386875
Endogenous,ANGPTL4,post,25.8,4.689299160535892
Endogenous,TNFRSF25,pre,229.8,7.844234987758751
Endogenous,TNFRSF25,post,95.2,6.572889668420581
Endogenous,MS4A4A,pre,361.8,8.499048597733879
Endogenous,MS4A4A,post,352.2,8.460251098943846
Endogenous,CLEC5A,pre,34.7,5.116863757690899
Endogenous,CLEC5A,post,94.2,6.5576551547254205
Endogenous,ITGAM,pre,46.8,5.548436624696042
Endogenous,ITGAM,post,39.3,5.296457407371244
Endogenous,MMP9,pre,121.8,6.92837032301897
Endogenous,MMP9,post,39.2,5.292781749227846
Endogenous,CD7,pre,19.8,4.307428525192248
Endogenous,CD7,post,20.2,4.336283387864432
Endogenous,VHL,pre,209.6,7.7114949066500875
Endogenous,VHL,post,80.5,6.330916878114617
Endogenous,OLFML2B,pre,166.4,7.37851162325373
Endogenous,OLFML2B,post,254.2,7.989820220117596
Endogenous,IL6,pre,24,4.584962500721156
Endogenous,IL6,post,19.6,4.292781749227846
Endogenous,TNFRSF1A,pre,893.8,9.803808234507647
Endogenous,TNFRSF1A,post,391.8,8.613973587380224
Endogenous,DKK1,pre,18,4.169925001442312
Endogenous,DKK1,post,16.4,4.035623909730721
Endogenous,FANCA,pre,60,5.906890595608519
Endogenous,FANCA,post,25,4.643856189774724
Endogenous,TNF,pre,73,6.189824558880018
Endogenous,TNF,post,45.8,5.517275693209582
Endogenous,LTB,pre,67.5,6.076815597050831
Endogenous,LTB,post,32,5
Endogenous,PPARGC1B,pre,83,6.3750394313469245
Endogenous,PPARGC1B,post,35.5,5.149747119504682
Endogenous,RPS6KB1,pre,412.8,8.689299160535892
Endogenous,RPS6KB1,post,502.2,8.972118218384137
Endogenous,CD38,pre,41.2,5.364572432295856
Endogenous,CD38,post,18.3,4.19377174339668
Endogenous,DTX3L,pre,687.5,9.425215903299383
Endogenous,DTX3L,post,406,8.665335917185176
Endogenous,TMEM173,pre,579.4,9.178415874383042
Endogenous,TMEM173,post,280.8,8.1333991254172
Endogenous,NEIL1,pre,203.6,7.669593751188333
Endogenous,NEIL1,post,70.8,6.145677455195635
Endogenous,HELLS,pre,255.6,7.997744026059632
Endogenous,HELLS,post,77,6.266786540694901
Endogenous,TGFBR1,pre,1175,10.198445041452363
Endogenous,TGFBR1,post,666.5,9.380461065088973
Endogenous,MB21D1,pre,159.8,7.320123598040615
Endogenous,MB21D1,post,74.2,6.213347281733441
Endogenous,CCR2,pre,66.5,6.05528243550119
Endogenous,CCR2,post,29.8,4.897240425574799
Endogenous,MSH2,pre,568.2,9.15025502130218
Endogenous,MSH2,post,302.2,8.239359850277467
Endogenous,RAD51,pre,38.6,5.270528942380718
Endogenous,RAD51,post,11.2,3.4854268271702415
Endogenous,TNFRSF18,pre,42.2,5.399171093819823
Endogenous,TNFRSF18,post,28.2,4.817623257511431
Endogenous,FCGR3A/B,pre,372.3,8.540321805964151
Endogenous,FCGR3A/B,post,393.2,8.619119511453219
Endogenous,STAT1,pre,2626.8,11.35909064501474
Endogenous,STAT1,post,799.5,9.642954223480332
Endogenous,CTSS,pre,2139.4,11.062990530636453
Endogenous,CTSS,post,1062.5,10.053247125912426
Endogenous,PDK1,pre,388.3,8.601027897021115
Endogenous,PDK1,post,191.4,7.5804470195986635
Endogenous,ITGAV,pre,1686.4,10.719731056749852
Endogenous,ITGAV,post,1465.8,10.517472554101051
Endogenous,ANGPT1,pre,36,5.169925001442312
Endogenous,ANGPT1,post,60,5.906890595608519
Endogenous,BCL6B,pre,69,6.108524456778169
Endogenous,BCL6B,post,37,5.20945336562895
Endogenous,CDH2,pre,45.5,5.507794640198696
Endogenous,CDH2,post,43.8,5.452858964713811
Endogenous,CSF3R,pre,238.8,7.899659026377443
Endogenous,CSF3R,post,114.2,6.83541884047548
Endogenous,RELB,pre,205.4,7.682292371430833
Endogenous,RELB,post,89,6.475733430966398
Endogenous,CXCL16,pre,465.4,8.862327400517986
Endogenous,CXCL16,post,217.2,7.762880292916999
Endogenous,IL6R,pre,126.8,6.986410935252045
Endogenous,IL6R,post,49,5.614709844115208
Endogenous,PDGFA,pre,72,6.169925001442312
Endogenous,PDGFA,post,42,5.392317422778761
Endogenous,PIK3R1,pre,367.5,8.521600439723727
Endogenous,PIK3R1,post,239.5,7.90388184573618
Endogenous,HK1,pre,1090.2,10.09037711006791
Endogenous,HK1,post,246.5,7.945443836377912
Endogenous,AXL,pre,217.8,7.766860143829545
Endogenous,AXL,post,135.5,7.082149041353872
Endogenous,HK2,pre,426.8,8.737416365937063
Endogenous,HK2,post,234,7.870364719583405
Endogenous,PDGFRB,pre,1301.8,10.346292104001533
Endogenous,PDGFRB,post,558,9.124121311829187
Endogenous,FADD,pre,285.4,8.156841524588401
Endogenous,FADD,post,513.3,9.003658450323208
