code_class,gene,type,mean_count,log2_transformed
Endogenous,CD74,pre,8097.8,12.983314296338927
Endogenous,CD74,post,4457.8,12.12211617593881
Endogenous,RIPK2,pre,267,8.060695931687555
Endogenous,RIPK2,post,248.8,7.958842675243241
Endogenous,CD45RB,pre,111,6.794415866350106
Endogenous,CD45RB,post,85.7,6.4212232992251375
Endogenous,BAD,pre,315.4,8.301038849903147
Endogenous,BAD,post,74.5,6.219168520462161
Endogenous,PKM,pre,4832.2,12.238464452288017
Endogenous,PKM,post,2269,11.147840893672337
Endogenous,KLRB1,pre,59,5.882643049361842
Endogenous,KLRB1,post,28.5,4.832890014164741
Endogenous,ADORA2A,pre,68.2,6.0916998341368105
Endogenous,ADORA2A,post,29.5,4.882643049361842
Endogenous,IFIT1,pre,491.2,8.940166750482817
Endogenous,IFIT1,post,221,7.787902559391432
Endogenous,UBE2T,pre,76.2,6.25171909260596
Endogenous,UBE2T,post,34.2,5.095924419998536
Endogenous,RPL23,pre,7995.8,12.965026670874595
Endogenous,RPL23,post,4987,12.283956487665113
Endogenous,ARG2,pre,57,5.832890014164741
Endogenous,ARG2,post,51.4,5.683696454306515
Endogenous,TGFBR2,pre,437,8.7714894695006
Endogenous,TGFBR2,post,426.4,8.736063627871813
Endogenous,CRABP2,pre,2451.8,11.259625583928827
Endogenous,CRABP2,post,1834,10.840777923595054
Endogenous,BLK,pre,17.3,4.112700132749362
Endogenous,BLK,post,16.6,4.053111336459563
Endogenous,CCL14,pre,305.8,8.256444596473443
Endogenous,CCL14,post,343.8,8.425425734590698
Endogenous,CCNB1,pre,343.8,8.425425734590698
Endogenous,CCNB1,post,131.8,7.04220656012069
Endogenous,STAT2,pre,2025.6,10.984133594540978
Endogenous,STAT2,post,850.2,9.731658448751812
Endogenous,IKBKB,pre,378.8,8.565292520581023
Endogenous,IKBKB,post,221.6,7.791814071161826
Endogenous,ZEB2,pre,772,9.59245703726808
Endogenous,ZEB2,post,572.4,9.160879861839305
Endogenous,LRRC32,pre,203.2,7.666756591884804
Endogenous,LRRC32,post,199.8,7.642412772905056
Endogenous,IL22RA1,pre,30.7,4.940166750482817
Endogenous,IL22RA1,post,33.7,5.074676686294496
Endogenous,ELOB,pre,83,6.3750394313469245
Endogenous,ELOB,post,57.5,5.845490050944375
Endogenous,ITGA1,pre,128.5,7.005624549193878
Endogenous,ITGA1,post,88.2,6.462706750670158
Endogenous,IL24,pre,20,4.321928094887363
Endogenous,IL24,post,24,4.584962500721156
Endogenous,PVRIG,pre,189,7.562242424221073
Endogenous,PVRIG,post,56.3,5.815063017192867
Endogenous,RB1,pre,577.4,9.173427297348619
Endogenous,RB1,post,317,8.308339030139408
Endogenous,SRP54,pre,335.6,8.39059890555246
Endogenous,SRP54,post,195.7,7.612499945739441
Endogenous,ICAM3,pre,267.6,8.063934305754099
Endogenous,ICAM3,post,123.7,6.950701690089008
Endogenous,CCR5,pre,149.2,7.221103725367875
Endogenous,CCR5,post,60.2,5.91169158187234
Endogenous,CTLA4,pre,71.4,6.157852169141737
Endogenous,CTLA4,post,24.5,4.614709844115208
Endogenous,GLS,pre,300.2,8.229780166733326
Endogenous,GLS,post,76,6.247927513443585
Endogenous,ITGAE,pre,297.6,8.21723071622067
Endogenous,ITGAE,post,200.8,7.649615459063409
Endogenous,MET,pre,102.2,6.675251386050259
Endogenous,MET,post,92.5,6.531381460516312
Endogenous,WNT3A,pre,16.7,4.06177619758669
Endogenous,WNT3A,post,24.2,4.596935142387232
Endogenous,TYMP,pre,1622,10.663558104217273
Endogenous,TYMP,post,597,9.221587121264806
Endogenous,IFI16,pre,549,9.100662339005199
Endogenous,IFI16,post,463.6,8.85673675611911
Endogenous,PVR,pre,131.2,7.035623909730721
Endogenous,PVR,post,48.5,5.599912842187128
Endogenous,P4HA2,pre,152.8,7.255500733148386
Endogenous,P4HA2,post,202,7.658211482751795
Endogenous,BRIP1,pre,127.8,6.997744026059632
Endogenous,BRIP1,post,140.4,7.133399125417198
Endogenous,ESR1,pre,1797.6,10.811856314292545
Endogenous,ESR1,post,685.2,9.420381341196636
Endogenous,DAB2,pre,401.2,8.648177795724818
Endogenous,DAB2,post,229.2,7.840463233869542
Endogenous,DUSP1,pre,308,8.266786540694902
Endogenous,DUSP1,post,467.4,8.868513923895463
Endogenous,CD8B,pre,70.6,6.141596278383818
Endogenous,CD8B,post,36.5,5.189824558880018
Endogenous,ACVR1C,pre,35.2,5.137503523749935
Endogenous,ACVR1C,post,41,5.357552004618084
Endogenous,IL15,pre,51,5.672425341971495
Endogenous,IL15,post,34.4,5.104336659814735
Endogenous,KIR3DL1,pre,21.6,4.4329594072761065
Endogenous,KIR3DL1,post,20,4.321928094887363
Endogenous,CDH1,pre,4634,12.178042328864821
Endogenous,CDH1,post,1928.5,10.913263430628762
Endogenous,HES1,pre,1017.6,9.990954860396993
Endogenous,HES1,post,241,7.912889336229962
Endogenous,IHH,pre,21.8,4.446256229889564
Endogenous,IHH,post,21.4,4.419538891513785
Endogenous,CCL19,pre,94,6.554588851677638
Endogenous,CCL19,post,42.5,5.409390936137702
Endogenous,C2,pre,91,6.507794640198696
Endogenous,C2,post,55.5,5.794415866350106
Endogenous,TLR7,pre,41,5.357552004618084
Endogenous,TLR7,post,46.6,5.542258049766918
Endogenous,IL2RA,pre,31.2,4.963474123974886
Endogenous,IL2RA,post,28.2,4.817623257511431
Endogenous,PRKAA2,pre,89,6.475733430966398
Endogenous,PRKAA2,post,44.4,5.472487771462744
Endogenous,COL11A2,pre,15,3.9068905956085187
Endogenous,COL11A2,post,16,4
Endogenous,TNFRSF10D,pre,44.8,5.485426827170242
Endogenous,TNFRSF10D,post,35.8,5.161887682376894
Endogenous,SIGLEC8,pre,26.2,4.7114949066500875
Endogenous,SIGLEC8,post,31.6,4.9818526532897405
Endogenous,PC,pre,139.8,7.127220550488074
Endogenous,PC,post,104,6.700439718141092
Endogenous,IL17A,pre,22,4.459431618637297
Endogenous,IL17A,post,24.5,4.614709844115208
Endogenous,GLI1,pre,32,5
Endogenous,GLI1,post,26.5,4.727920454563199
Endogenous,GNG4,pre,16.5,4.044394119358453
Endogenous,GNG4,post,34.4,5.104336659814735
Endogenous,LDHB,pre,623,9.283088353024002
Endogenous,LDHB,post,348,8.442943495848729
Endogenous,DTX4,pre,65.5,6.03342300153745
Endogenous,DTX4,post,67,6.066089190457772
Endogenous,CD3G,pre,23.2,4.53605290024021
Endogenous,CD3G,post,21,4.392317422778761
Endogenous,S100A8,pre,97.2,6.602884408718419
Endogenous,S100A8,post,51,5.672425341971495
Endogenous,ZC3H12A,pre,79.6,6.314696525656286
Endogenous,ZC3H12A,post,29.7,4.892391025913404
Endogenous,IER3,pre,1168.4,10.190318547941816
Endogenous,IER3,post,377.4,8.559950612713083
Endogenous,CD4,pre,98.2,6.617651119427331
Endogenous,CD4,post,37,5.20945336562895
Endogenous,S100A12,pre,22.3,4.478971805032942
Endogenous,S100A12,post,30.8,4.944858445807539
Endogenous,CD6,pre,51.5,5.6865005271832185
Endogenous,CD6,post,33.5,5.066089190457772
Endogenous,CD163,pre,284.6,8.15279185163912
Endogenous,CD163,post,333.2,8.380244590478185
Endogenous,DUSP2,pre,38,5.247927513443585
Endogenous,DUSP2,post,23.8,4.572889668420581
Endogenous,HERC6,pre,144.7,7.176921111644362
Endogenous,HERC6,post,74.5,6.219168520462161
Endogenous,MRC1,pre,158.2,7.305605789585429
Endogenous,MRC1,post,93.3,6.543805175964397
Endogenous,DLL4,pre,115.4,6.85049941375812
Endogenous,DLL4,post,51.8,5.694880192799191
Endogenous,SAMSN1,pre,219.6,7.778734244117836
Endogenous,SAMSN1,post,144.5,7.174925682500679
Endogenous,CD28,pre,51.2,5.678071905112637
Endogenous,CD28,post,43.8,5.452858964713811
Endogenous,TAP2,pre,484,8.918863237274595
Endogenous,TAP2,post,141,7.139551352398794
Endogenous,ICOS,pre,42.8,5.419538891513785
Endogenous,ICOS,post,23.7,4.5668151540108965
Endogenous,TNFSF12,pre,334.4,8.38543103719352
Endogenous,TNFSF12,post,111.8,6.804776377955828
Endogenous,IFITM2,pre,1955.8,10.933543132579706
Endogenous,IFITM2,post,1042,10.025139562278508
Endogenous,DNMT1,pre,740.4,9.532161084983212
Endogenous,DNMT1,post,270.8,8.081083928687635
Endogenous,TNFSF8,pre,40.8,5.350497247084133
Endogenous,TNFSF8,post,49,5.614709844115208
Endogenous,TGFB2,pre,167.4,7.387155717662981
Endogenous,TGFB2,post,123.4,6.947198584262056
Endogenous,TMEM140,pre,128,7
Endogenous,TMEM140,post,57.2,5.837943241891027
Endogenous,COL11A1,pre,463,8.854868383260236
Endogenous,COL11A1,post,2600.6,11.34462879913159
Endogenous,GIMAP6,pre,68.5,6.098032082960526
Endogenous,GIMAP6,post,47,5.554588851677638
Endogenous,IRF4,pre,130.5,7.027905996569885
Endogenous,IRF4,post,58.8,5.877744249949002
Endogenous,BNIP3,pre,286.6,8.162894799374783
Endogenous,BNIP3,post,201.4,7.653919873119422
Endogenous,FPR3,pre,306.8,8.261154672615572
Endogenous,FPR3,post,196.2,7.616181231331876
Endogenous,HLA-C,pre,3493,11.770250927394864
Endogenous,HLA-C,post,661.2,9.368942914404952
Endogenous,VEGFC,pre,198,7.6293566200796095
Endogenous,VEGFC,post,109,6.768184324776926
Endogenous,SIGLEC1,pre,178.8,7.4822029262959555
Endogenous,SIGLEC1,post,68.2,6.0916998341368105
Endogenous,BID,pre,107.8,6.752213367865143
Endogenous,BID,post,52.2,5.705977901682522
Endogenous,MAPK10,pre,52.4,5.7114949066500875
Endogenous,MAPK10,post,33.2,5.053111336459563
Endogenous,FCN1,pre,30,4.906890595608519
Endogenous,FCN1,post,26.2,4.7114949066500875
Endogenous,H2AFX,pre,101.6,6.666756591884804
Endogenous,H2AFX,post,45,5.491853096329675
Endogenous,CBLC,pre,44.5,5.475733430966398
Endogenous,CBLC,post,29.2,4.867896463992655
Endogenous,CASP3,pre,500.4,8.966937979278457
Endogenous,CASP3,post,214.2,7.742814669862893
Endogenous,PIAS4,pre,380,8.569855608330949
Endogenous,PIAS4,post,108.3,6.758889432720965
Endogenous,HLA-DRA,pre,7887,12.945260927339202
Endogenous,HLA-DRA,post,5034.8,12.2977187551009
Endogenous,ULBP2,pre,35.6,5.153805336079036
Endogenous,ULBP2,post,24.8,4.632268215499513
Endogenous,CASP1,pre,226.4,7.82273014794452
Endogenous,CASP1,post,102,6.672425341971495
Endogenous,MS4A2,pre,54.2,5.760220946466509
Endogenous,MS4A2,post,34.5,5.108524456778169
Endogenous,HSD11B1,pre,27.8,4.797012977836145
Endogenous,HSD11B1,post,22.2,4.472487771462744
Endogenous,GAS1,pre,115,6.845490050944375
Endogenous,GAS1,post,88.2,6.462706750670158
Endogenous,FUT4,pre,108,6.754887502163468
Endogenous,FUT4,post,52.8,5.722466024471091
Endogenous,CSF1,pre,337.8,8.400025517914024
Endogenous,CSF1,post,93.8,6.551516017628014
Endogenous,FAM30A,pre,40.5,5.339850002884624
Endogenous,FAM30A,post,21.2,4.405992359675837
Endogenous,ITPK1,pre,551.2,9.10643207781693
Endogenous,ITPK1,post,745.6,9.542258049766918
Endogenous,BCAT1,pre,86,6.426264754702098
Endogenous,BCAT1,post,109,6.768184324776926
Endogenous,CD80,pre,45,5.491853096329675
Endogenous,CD80,post,46.8,5.548436624696042
Endogenous,C1QB,pre,1435.4,10.487237110484518
Endogenous,C1QB,post,1098.2,10.100925101056902
Endogenous,RELN,pre,18.2,4.185866545311334
Endogenous,RELN,post,26.3,4.71699089440494
Endogenous,ICAM5,pre,18.5,4.20945336562895
Endogenous,ICAM5,post,18.5,4.20945336562895
Endogenous,MAML2,pre,74.5,6.219168520462161
Endogenous,MAML2,post,98.4,6.620586410451877
Endogenous,OLR1,pre,96.8,6.596935142387232
Endogenous,OLR1,post,221.5,7.791162888555018
Endogenous,NFKBIE,pre,96.6,6.593951283948411
Endogenous,NFKBIE,post,49,5.614709844115208
Endogenous,WNT11,pre,36,5.169925001442312
Endogenous,WNT11,post,26.8,4.74416109557041
Endogenous,LILRA3,pre,23.6,4.560714954474479
Endogenous,LILRA3,post,26,4.700439718141092
Endogenous,TNFSF13B,pre,132.4,7.048759311919856
Endogenous,TNFSF13B,post,84.5,6.400879436282184
Endogenous,TDO2,pre,64.2,6.004501392234941
Endogenous,TDO2,post,38.8,5.277984747299765
Endogenous,MAP3K5,pre,280.8,8.1333991254172
Endogenous,MAP3K5,post,160,7.321928094887363
Endogenous,HLA-F,pre,395.8,8.62862780216015
Endogenous,HLA-F,post,119.5,6.900866807980749
Endogenous,CD3E,pre,115.6,6.8529975876133165
Endogenous,CD3E,post,63.7,5.993221467368938
Endogenous,RRM2,pre,505.6,8.98185265328974
Endogenous,RRM2,post,143.5,7.1649069266756875
Endogenous,C7,pre,94.5,6.562242424221073
Endogenous,C7,post,78,6.285402218862249
Endogenous,TNFRSF14,pre,1021.8,9.996897125512335
Endogenous,TNFRSF14,post,219,7.774787059601174
Endogenous,FCGRT,pre,1260.8,10.300123724569014
Endogenous,FCGRT,post,413.5,8.691743519171276
Endogenous,WNT2,pre,60.2,5.91169158187234
Endogenous,WNT2,post,54.6,5.77082904603249
Endogenous,MICB,pre,89.8,6.4886435398537845
Endogenous,MICB,post,48,5.584962500721156
Endogenous,HMGA1,pre,273,8.092757140919852
Endogenous,HMGA1,post,96,6.584962500721156
Endogenous,IL21R,pre,26.6,4.733354340613827
Endogenous,IL21R,post,17,4.087462841250339
Endogenous,CD300A,pre,94.6,6.563768278452033
Endogenous,CD300A,post,55.8,5.802193216941825
Endogenous,TWIST1,pre,68.8,6.104336659814735
Endogenous,TWIST1,post,62.2,5.958842675243241
Endogenous,IL1RN,pre,28,4.807354922057604
Endogenous,IL1RN,post,21,4.392317422778761
Endogenous,CXCL1,pre,14.5,3.8579809951275723
Endogenous,CXCL1,post,14.2,3.8278190246173196
Endogenous,SFXN1,pre,687,9.4241662888181
Endogenous,SFXN1,post,456.2,8.833522636424775
Endogenous,GNLY,pre,122.2,6.933100474931368
Endogenous,GNLY,post,31.8,4.990954860396993
Endogenous,NID2,pre,458.2,8.839833648417313
Endogenous,NID2,post,428.2,8.742140985498146
Endogenous,NECTIN1,pre,276.5,8.111135670234708
Endogenous,NECTIN1,post,141.8,7.147713722352154
Endogenous,SERPINA1,pre,199.2,7.638073837180719
Endogenous,SERPINA1,post,145.2,7.181897643108388
Endogenous,PDGFB,pre,77.6,6.277984747299765
Endogenous,PDGFB,post,34.5,5.108524456778169
Endogenous,HLA-B,pre,13875.6,13.760262536475906
Endogenous,HLA-B,post,3249.5,11.6660020326449
Endogenous,VCAM1,pre,299,8.224001674198105
Endogenous,VCAM1,post,295.2,8.205548911173034
Endogenous,HLA-DPB1,pre,3712,11.857980995127573
Endogenous,HLA-DPB1,post,2499,11.287135186086704
Endogenous,HLA-DOA,pre,70.5,6.139551352398794
Endogenous,HLA-DOA,post,59.2,5.8875252707415875
Endogenous,GBP2,pre,314.2,8.295539370406834
Endogenous,GBP2,post,127.2,6.990954860396993
Endogenous,ATM,pre,954.2,9.898147876096942
Endogenous,ATM,post,466.5,8.86573327085176
Endogenous,PSMB8,pre,608.8,9.249824548616184
Endogenous,PSMB8,post,181.8,7.506208389306745
Endogenous,MLH1,pre,376.4,8.556122817841175
Endogenous,MLH1,post,159.8,7.320123598040615
Endogenous,PLA1A,pre,33.8,5.078951341394822
Endogenous,PLA1A,post,35.8,5.161887682376894
Endogenous,NT5E,pre,160.8,7.329123596291566
Endogenous,NT5E,post,90.8,6.504620392403552
Endogenous,PALMD,pre,74.2,6.213347281733441
Endogenous,PALMD,post,105.2,6.71699089440494
Endogenous,UBA7,pre,329.8,8.365447588550104
Endogenous,UBA7,post,117,6.870364719583405
Endogenous,PIK3CD,pre,91,6.507794640198696
Endogenous,PIK3CD,post,39.2,5.292781749227846
Endogenous,NOD2,pre,75.8,6.24412594328373
Endogenous,NOD2,post,40.2,5.329123596291566
Endogenous,CEACAM3,pre,28.4,4.82781902461732
Endogenous,CEACAM3,post,28,4.807354922057604
Endogenous,RIPK3,pre,61.5,5.94251450533924
Endogenous,RIPK3,post,57.2,5.837943241891027
Endogenous,IL1R2,pre,18.2,4.185866545311334
Endogenous,IL1R2,post,28.3,4.82273014794452
Endogenous,JAK1,pre,1254.2,10.292551709357967
Endogenous,JAK1,post,466,8.86418614465428
Endogenous,ENO1,pre,4088.6,11.997391211247551
Endogenous,ENO1,post,993.8,9.956811731662748
Endogenous,LILRA1,pre,37.2,5.217230716220669
Endogenous,LILRA1,post,36.8,5.20163386116965
Endogenous,BBS1,pre,192.8,7.590961241342599
Endogenous,BBS1,post,93.5,6.546894459887636
Endogenous,MYD88,pre,571.2,9.157852169141737
Endogenous,MYD88,post,163.8,7.355791546753647
Endogenous,CXCR3,pre,27.2,4.765534746362977
Endogenous,CXCR3,post,22.2,4.472487771462744
Endogenous,CD1C,pre,38.8,5.277984747299765
Endogenous,CD1C,post,28.2,4.817623257511431
Endogenous,TLR9,pre,33.8,5.078951341394822
Endogenous,TLR9,post,32,5
Endogenous,CCL7,pre,34.4,5.104336659814735
Endogenous,CCL7,post,25.2,4.655351828612554
Endogenous,CPA3,pre,347.3,8.440038600494729
Endogenous,CPA3,post,320,8.321928094887362
Endogenous,SH2D1A,pre,54.8,5.776103988073165
Endogenous,SH2D1A,post,41.6,5.37851162325373
Endogenous,CCR4,pre,59.2,5.8875252707415875
Endogenous,CCR4,post,37.5,5.22881869049588
Endogenous,HDAC4,pre,150.6,7.234577959784565
Endogenous,HDAC4,post,91,6.507794640198696
Endogenous,POLD1,pre,86.2,6.429615964201735
Endogenous,POLD1,post,40.5,5.339850002884624
Endogenous,PTPN11,pre,1127.6,10.13903966768306
Endogenous,PTPN11,post,589.8,9.204082012174375
Endogenous,JAK2,pre,925,9.853309555403674
Endogenous,JAK2,post,279.2,8.12515513132229
Endogenous,WNT10A,pre,46,5.523561956057013
Endogenous,WNT10A,post,27.7,4.791814071161826
Endogenous,ITGB2,pre,426.8,8.737416365937063
Endogenous,ITGB2,post,341.8,8.417008586788777
Endogenous,TYMS,pre,347,8.43879185257826
Endogenous,TYMS,post,83.5,6.383704292474052
Endogenous,KAT2B,pre,602.8,9.235535606710462
Endogenous,KAT2B,post,376.2,8.555356038635832
Endogenous,ITGA6,pre,404.8,8.661065479806949
Endogenous,ITGA6,post,331.4,8.37242979233409
Endogenous,TBX21,pre,29,4.857980995127572
Endogenous,TBX21,post,26.8,4.74416109557041
Endogenous,BRCA1,pre,98,6.614709844115208
Endogenous,BRCA1,post,52.8,5.722466024471091
Endogenous,COL17A1,pre,116.8,6.867896463992655
Endogenous,COL17A1,post,87.5,6.451211111832329
Endogenous,BIRC3,pre,44,5.459431618637297
Endogenous,BIRC3,post,30.2,4.916476644437717
Endogenous,KRAS,pre,429.6,8.74685018309805
Endogenous,KRAS,post,171.8,7.424586226251101
Endogenous,IL11RA,pre,80,6.321928094887363
Endogenous,IL11RA,post,70.2,6.133399125417198
Endogenous,SIRPA,pre,303.4,8.245077275359671
Endogenous,SIRPA,post,234.4,7.872828759534886
Endogenous,CEBPB,pre,876.8,9.776103988073164
Endogenous,CEBPB,post,370,8.531381460516313
Endogenous,VTCN1,pre,397,8.632995197142957
Endogenous,VTCN1,post,261,8.027905996569885
Endogenous,SGK1,pre,559.4,9.127736443588828
Endogenous,SGK1,post,238.5,7.897845456005512
Endogenous,NLRC5,pre,151.2,7.24031432933371
Endogenous,NLRC5,post,95.2,6.572889668420581
Endogenous,CCL8,pre,98.8,6.626439136697315
Endogenous,CCL8,post,76.8,6.2630344058337934
Endogenous,TRAF1,pre,89,6.475733430966398
Endogenous,TRAF1,post,73.5,6.199672344836364
Endogenous,ADAM12,pre,921.8,9.8483099574492865
Endogenous,ADAM12,post,1218.4,10.25077213159993
Endogenous,MMRN2,pre,126.8,6.986410935252045
Endogenous,MMRN2,post,104.2,6.703211467391146
Endogenous,PTGS2,pre,29,4.857980995127572
Endogenous,PTGS2,post,42,5.392317422778761
Endogenous,SMAD5,pre,740.4,9.532161084983212
Endogenous,SMAD5,post,537.4,9.069852511125804
Endogenous,LCK,pre,93,6.539158811108031
Endogenous,LCK,post,54.2,5.760220946466509
Endogenous,ITGB3,pre,58.5,5.870364719583405
Endogenous,ITGB3,post,68.6,6.1001366712854495
Endogenous,FCGR2B,pre,321.2,8.327328082629952
Endogenous,FCGR2B,post,281.2,8.135452784185173
Endogenous,NRAS,pre,692.4,9.435461914479276
Endogenous,NRAS,post,314,8.294620748891626
Endogenous,IL34,pre,58.8,5.877744249949002
Endogenous,IL34,post,55,5.78135971352466
Endogenous,LAMA1,pre,58,5.857980995127572
Endogenous,LAMA1,post,72,6.169925001442312
Endogenous,CLEC4E,pre,43.8,5.452858964713811
Endogenous,CLEC4E,post,42.3,5.402585758232587
Endogenous,IL18R1,pre,53.2,5.733354340613827
Endogenous,IL18R1,post,55.2,5.7865963618908065
Endogenous,MFNG,pre,86.6,6.436295119839363
Endogenous,MFNG,post,35.2,5.137503523749935
Endogenous,TTC30A,pre,285.4,8.156841524588401
Endogenous,TTC30A,post,197.2,7.623515741490549
Endogenous,TNFRSF10C,pre,177,7.467605550082998
Endogenous,TNFRSF10C,post,69.2,6.112700132749362
Positive,POS_C(8),pre,3186.4,11.637711669476824
Positive,POS_C(8),post,4476.7,12.128219925884563
Positive,POS_A(128),pre,30328.2,14.88837225508705
Positive,POS_A(128),post,41565,15.343081591089936
Positive,POS_F(0.125),pre,64.2,6.004501392234941
Positive,POS_F(0.125),post,84.8,6.405992359675837
Positive,POS_D(2),pre,591,9.207014320177532
Positive,POS_D(2),post,883,9.786269627648466
Positive,POS_B(32),pre,12065.2,13.558564210280624
Positive,POS_B(32),post,16624.2,14.020997295573636
Positive,POS_E(0.5),pre,126.2,6.979568100095187
Positive,POS_E(0.5),post,164.7,7.363696744838992
Negative,NEG_C(0),pre,20.2,4.336283387864432
Negative,NEG_C(0),post,26.6,4.733354340613827
Negative,NEG_D(0),pre,16.6,4.053111336459563
Negative,NEG_D(0),post,16.2,4.017921907997263
Negative,NEG_E(0),pre,21,4.392317422778761
Negative,NEG_E(0),post,20.7,4.371558862611963
Negative,NEG_A(0),pre,12,3.584962500721156
Negative,NEG_A(0),post,18.7,4.224966365000275
Negative,NEG_H(0),pre,15,3.9068905956085187
Negative,NEG_H(0),post,14,3.807354922057604
Negative,NEG_G(0),pre,10.6,3.4059923596758366
Negative,NEG_G(0),post,13.7,3.776103988073164
Negative,NEG_F(0),pre,29,4.857980995127572
Negative,NEG_F(0),post,31.2,4.963474123974886
Negative,NEG_B(0),pre,19,4.247927513443585
Negative,NEG_B(0),post,27,4.754887502163468
Housekeeping,UBB,pre,7980.4,12.962245344838246
Housekeeping,UBB,post,4016.5,11.97172316117676
Housekeeping,PUM1,pre,1498.8,10.549592167441752
Housekeeping,PUM1,post,648.5,9.3409627642517
Housekeeping,TLK2,pre,368.2,8.524345816462544
Housekeeping,TLK2,post,349.8,8.45038647903429
Housekeeping,DNAJC14,pre,538.2,9.071998580753055
Housekeeping,DNAJC14,post,162.5,7.344295907915817
Housekeeping,SF3A1,pre,717.8,9.487438112928714
Housekeeping,SF3A1,post,317.7,8.311521279826131
Housekeeping,POLR2A,pre,1512.4,10.562624039099871
Housekeeping,POLR2A,post,564,9.139551352398794
Housekeeping,SDHA,pre,1209.8,10.240552850461953
Housekeeping,SDHA,post,485.8,8.924218679748503
Housekeeping,STK11IP,pre,281,8.134426320220927
Housekeeping,STK11IP,post,98.8,6.626439136697315
Housekeeping,NRDE2,pre,350.2,8.452035273546196
Housekeeping,NRDE2,post,246,7.94251450533924
Housekeeping,TBP,pre,382.2,8.578183968090094
Housekeeping,TBP,post,231.7,7.8561142339774594
Housekeeping,OAZ1,pre,4267,12.059006395201111
Housekeeping,OAZ1,post,1923.3,10.909368099214761
Housekeeping,TBC1D10B,pre,264.8,8.048759311919856
Housekeeping,TBC1D10B,post,102.5,6.679480099505446
Housekeeping,GUSB,pre,539,9.074141462752506
Housekeeping,GUSB,post,162.2,7.3416300093299105
Housekeeping,PSMC4,pre,741.2,9.533719071139904
Housekeeping,PSMC4,post,230,7.845490050944375
Housekeeping,TFRC,pre,526.4,9.04001567884788
Housekeeping,TFRC,post,189.5,7.5660540381710915
Housekeeping,ABCF1,pre,504.6,8.978996396088938
Housekeeping,ABCF1,post,194.2,7.60139939053183
Housekeeping,TMUB2,pre,295.8,8.208478242211706
Housekeeping,TMUB2,post,126.5,6.98299357469431
Housekeeping,MRPL19,pre,427.6,8.740118042833128
Housekeeping,MRPL19,post,220.8,7.7865963618908065
Housekeeping,G6PD,pre,175.2,7.452858964713811
Housekeeping,G6PD,post,152,7.247927513443585
Housekeeping,ERCC3,pre,813.2,9.66746640495737
Housekeeping,ERCC3,post,504,8.977279923499916
