code_class,gene,log2_fold_change
Endogenous,C1QB,-0.38631200942761634
Endogenous,RELN,0.5311243490936063
Endogenous,ICAM5,0
Endogenous,MAML2,0.40141788998971595
Endogenous,OLR1,1.1942277461677862
Endogenous,NFKBIE,-0.9792414398332026
Endogenous,WNT11,-0.4257639058719022
Endogenous,LILRA3,0.13972476366661318
Endogenous,TNFSF13B,-0.6478798756376711
Endogenous,TDO2,-0.7265166449351755
Endogenous,MAP3K5,-0.8114710305298359
Endogenous,HLA-F,-1.7277609941794014
Endogenous,CD3E,-0.8597761202443783
Endogenous,RRM2,-1.816945726614053
Endogenous,C7,-0.27684020535882436
Endogenous,TNFRSF14,-2.222110065911163
Endogenous,FCGRT,-1.6083802053977392
Endogenous,WNT2,-0.14086253583984967
Endogenous,MICB,-0.9036810391326283
Endogenous,HMGA1,-1.5077946401986961
Endogenous,IL21R,-0.6458914993634878
Endogenous,CD300A,-0.7615750615102076
Endogenous,TWIST1,-0.14549398457149532
Endogenous,IL1RN,-0.4150374992788438
Endogenous,CXCL1,-0.03016197051025247
Endogenous,SFXN1,-0.5906436523933252
Endogenous,GNLY,-1.9421456145343743
Endogenous,NID2,-0.09769266291916556
Endogenous,NECTIN1,-0.9634219478825532
Endogenous,SERPINA1,-0.45617619407233034
Endogenous,PDGFB,-1.1694602905215963
Endogenous,HLA-B,-2.094260503831007
Endogenous,VCAM1,-0.018452763025071442
Endogenous,HLA-DPB1,-0.5708458090408683
Endogenous,HLA-DOA,-0.25202608165720614
Endogenous,GBP2,-1.304584510009841
Endogenous,ATM,-1.032414605245184
Endogenous,PSMB8,-1.7436161593094384
Endogenous,MLH1,-1.2359992198005596
Endogenous,PLA1A,0.08293634098207221
Endogenous,NT5E,-0.8245032038880138
Endogenous,PALMD,0.5036436126714992
Endogenous,UBA7,-1.4950828689667004
Endogenous,PIK3CD,-1.2150128909708504
Endogenous,NOD2,-0.915002346992163
Endogenous,CEACAM3,-0.020464102559715577
Endogenous,RIPK3,-0.10457126344821267
Endogenous,IL1R2,0.6368636026331861
Endogenous,JAK1,-1.4283655647036868
Endogenous,ENO1,-2.040579479584804
Endogenous,LILRA1,-0.015596855051018666
Endogenous,BBS1,-1.0440667814549627
Endogenous,MYD88,-1.802060622388091
Endogenous,CXCR3,-0.29304697490023346
Endogenous,CD1C,-0.46036148978833397
Endogenous,TLR9,-0.07895134139482188
Endogenous,CCL7,-0.4489848312021815
Endogenous,CPA3,-0.1181105056073671
Endogenous,SH2D1A,-0.39759236481943444
Endogenous,CCR4,-0.6587065802457066
Endogenous,HDAC4,-0.7267833195858695
Endogenous,POLD1,-1.0897659613171111
Endogenous,PTPN11,-0.934957655508685
Endogenous,JAK2,-1.7281544240813844
Endogenous,WNT10A,-0.7317478848951869
Endogenous,ITGB2,-0.32040777914828555
Endogenous,TYMS,-2.0550875601042087
Endogenous,KAT2B,-0.6801795680746286
Endogenous,ITGA6,-0.2886356874728585
Endogenous,TBX21,-0.11381989955716193
Endogenous,BRCA1,-0.892243819644117
Endogenous,COL17A1,-0.41668535216032604
Endogenous,BIRC3,-0.5429549741995806
Endogenous,KRAS,-1.3222639568469492
Endogenous,IL11RA,-0.1885289694701639
Endogenous,SIRPA,-0.3722485158247855
Endogenous,CEBPB,-1.244722527556852
Endogenous,VTCN1,-0.6050892005730732
Endogenous,SGK1,-1.2298909875833177
Endogenous,NLRC5,-0.6674246609131291
Endogenous,CCL8,-0.36340473086352143
Endogenous,TRAF1,-0.27606108613003333
Endogenous,ADAM12,0.40246217415064345
Endogenous,MMRN2,-0.28319946786089906
Endogenous,PTGS2,0.5343364276511882
Endogenous,SMAD5,-0.46230857385740803
Endogenous,LCK,-0.7789378646415219
Endogenous,ITGB3,0.22977195170204523
Endogenous,FCGR2B,-0.1918752984447793
Endogenous,NRAS,-1.1408411655876491
Endogenous,IL34,-0.09638453642434239
Endogenous,LAMA1,0.3119440063147403
Endogenous,CLEC4E,-0.050273206481223714
Endogenous,IL18R1,0.05324202127697953
Endogenous,MFNG,-1.2987915960894274
Endogenous,TTC30A,-0.5333257830978518
Endogenous,TNFRSF10C,-1.354905417333635
Positive,POS_C(8),0.49050825640773865
Positive,POS_A(128),0.45470933600288455
Positive,POS_F(0.125),0.40149096744089596
Positive,POS_D(2),0.5792553074709336
Positive,POS_B(32),0.4624330852930119
Positive,POS_E(0.5),0.3841286447438058
Negative,NEG_C(0),0.3970709527493949
Negative,NEG_D(0),-0.035189428462300144
Negative,NEG_E(0),-0.02075856016679749
Negative,NEG_A(0),0.6400038642791182
Negative,NEG_H(0),-0.0995356735509144
Negative,NEG_G(0),0.3701116283973276
Negative,NEG_F(0),0.10549312884731378
Negative,NEG_B(0),0.506959988719883
Housekeeping,UBB,-0.9905221836614853
Housekeeping,PUM1,-1.2086294031900517
Housekeeping,TLK2,-0.0739593374282538
Housekeeping,DNAJC14,-1.7277026728372384
Housekeeping,SF3A1,-1.1759168331025849
Housekeeping,POLR2A,-1.4230726867010786
Housekeeping,SDHA,-1.3163341707134502
Housekeeping,STK11IP,-1.507987183523611
Housekeeping,NRDE2,-0.5095207682069555
Housekeeping,TBP,-0.7220697341126349
Housekeeping,OAZ1,-1.1496382959863505
Housekeeping,TBC1D10B,-1.3692792124144093
Housekeeping,GUSB,-1.7325114534225947
Housekeeping,PSMC4,-1.6882290201955283
Housekeeping,TFRC,-1.4739616406767873
Housekeeping,ABCF1,-1.3775970055571083
Housekeeping,TMUB2,-1.2254846675173954
Housekeeping,MRPL19,-0.9535216809423215
Housekeeping,G6PD,-0.20493145127022547
Housekeeping,ERCC3,-0.6901864814574536
