gene,data,model_object,term,estimate,std.error,statistic,p.value,conf.low,conf.high
CD79B,,,(Intercept),4.124549073227259,0.22873092670193643,18.03231916513868,3.9868495009639084e-7,3.5836863768585685,4.665411769595949
CD79B,,,bin_treatment,-0.6505132830336315,0.3430963900529046,-1.896007366715004,0.09979015483204447,-1.461807327586667,0.16078076151940401
CXCR2,,,(Intercept),4.850338433472957,0.24722005309328418,19.61951861422328,2.231527103667523e-7,4.2657559004485215,5.434920966497392
CXCR2,,,bin_treatment,0.5996607061850973,0.37083007963992626,1.6170767667158072,0.14989504644358106,-0.2772130933515562,1.4765345057217507
PSMB10,,,(Intercept),7.6165840478183044,0.42388782133046554,17.96839556256175,1.910960534018501e-6,6.579367914248767,8.653800181387842
PSMB10,,,bin_treatment,-0.8833140722759759,0.5994679058503277,-1.473496852217669,0.191049181537873,-2.350159195482199,0.5835310509302473
ZEB1,,,(Intercept),8.4720714040333025,0.4105433782922952,20.63623931598631,1.5751751040426364e-7,7.5012905753925105,9.442852232674095
ZEB1,,,bin_treatment,-0.25337293186528803,0.6158150674384427,-0.41144321609281725,0.6930528960517806,-1.7095441748264757,1.2027983110958997
ANLN,,,(Intercept),6.768272002727959,0.3394667538765886,19.937952466439555,1.033091654337699e-6,5.937626779597622,7.598917225858296
ANLN,,,bin_treatment,-1.3985327039986868,0.4800784873070411,-2.9131334583301896,0.026870494624194875,-2.5732424440700354,-0.22382296392733836
TAF3,,,(Intercept),5.001407507803525,0.2923109165462171,17.10988958913122,2.5508541172758565e-6,4.286148461887539,5.716666553719511
TAF3,,,bin_treatment,-0.632086520167711,0.41339006260937017,-1.5290317241249132,0.1771239637163933,-1.6436155635121397,0.37944252317671756
CD276,,,(Intercept),9.89214082083297,0.4241700078209759,23.321169904610564,6.764593259483335e-8,8.88913813354119,10.895143508124752
CD276,,,bin_treatment,-0.8559711739107,0.6362550117314638,-1.345327200773342,0.22046753103351463,-2.360475204848371,0.6485328570269709
ICAM1,,,(Intercept),7.052443140195158,0.3622217754933883,19.469959061928037,1.1890695340118597e-6,6.166118384997614,7.938767895392702
ICAM1,,,bin_treatment,-0.6742475557403711,0.5915056824558439,-1.1398834799709703,0.29778580845410446,-2.121609820161168,0.773114708680426
IL16,,,(Intercept),8.243118320328746,0.5780304200709858,14.260699842261655,1.981752252729672e-6,6.876293570870528,9.609943069786963
IL16,,,bin_treatment,-1.0820724253100829,0.8670456301064786,-1.2479993990364702,0.25215676876976284,-3.132309549497409,0.9681646988772434
CXCL3,,,(Intercept),4.0583085608335585,0.2949479581156199,13.759405512625035,9.164794806562927e-6,3.3365969066494383,4.780020215017679
CXCL3,,,bin_treatment,0.23611377982699053,0.37308293554452143,0.6328720971447759,0.5501606810491246,-0.6767872766168535,1.1490148362708346
PRR5,,,(Intercept),6.274622409977299,0.4008310375313155,15.654033301967255,4.304877246584212e-6,5.2938241939351895,7.255420626019409
PRR5,,,bin_treatment,-0.7725402185218656,0.5668606894968655,-1.3628396409134618,0.22186236961765324,-2.159598357599954,0.6145179205562229
CTSW,,,(Intercept),5.107140127353716,0.4739921079198632,10.774736629617406,1.305496071874665e-5,3.9863268939028234,6.227953360804609
CTSW,,,bin_treatment,-0.797688258922932,0.7109881618797947,-1.1219430951057037,0.2988920109604237,-2.4789081090992715,0.8835315912534073
CXCR4,,,(Intercept),8.365059891060756,0.3483589981323025,24.012756770771883,3.426484580159224e-7,7.512656130077837,9.217463652043675
CXCR4,,,bin_treatment,0.12309627127536547,0.4926540197334059,0.24986352763746375,0.8110277289563163,-1.0823846881245127,1.3285772306752435
IFNGR2,,,(Intercept),9.988074717927974,0.4175233331896078,23.922195297746722,5.672038304331163e-8,9.000788918661973,10.975360517193975
IFNGR2,,,bin_treatment,-0.9429155427388418,0.6262849997844117,-1.5055694181777066,0.17589713524350553,-2.4238442416378434,0.5380131561601598
CDH11,,,(Intercept),10.76234109112719,0.4176240734828584,25.770403993650373,3.3865551571420906e-8,9.774817078920657,11.749865103333724
CDH11,,,bin_treatment,-0.16528694733548893,0.6264361102242876,-0.2638528409167058,0.7994922557801492,-1.6465729656452897,1.3159990709743117
COL6A3,,,(Intercept),11.201854706239564,0.41727412934553504,26.845313232835405,1.764574026609693e-7,10.180821693967776,12.222887718511352
COL6A3,,,bin_treatment,0.17881831558020528,0.5901147329478807,0.30302296417330526,0.7721038878115308,-1.2651404180052126,1.622777049165623
GZMK,,,(Intercept),5.978490418865525,0.6214876407059006,9.61964490890762,7.222260149092902e-5,4.457764945482131,7.49921589224892
GZMK,,,bin_treatment,-0.729850266242015,0.8789162503335418,-0.8303979656367061,0.4381001999644832,-2.8804808553470567,1.4207803228630267
IRF2,,,(Intercept),8.545663139119926,0.3740133278596934,22.848552451386784,7.794092691128031e-8,7.661262153643971,9.43006412459588
IRF2,,,bin_treatment,-0.9182877648183908,0.56101999178954,-1.6368182564924987,0.14568097615737804,-2.244889243032322,0.40831371339554046
RPL7A,,,(Intercept),12.931914209228346,0.5066814736192344,25.522769002891426,3.621073841096845e-8,11.733802908875534,14.130025509581158
RPL7A,,,bin_treatment,-0.8167659365290415,0.7600222104288515,-1.0746606155998673,0.31816767937593415,-2.6139328870582585,0.9804010140001757
GPR160,,,(Intercept),9.422324665287173,0.5223222948492531,18.039292517671566,3.9762753761240493e-7,8.187228699739032,10.657420630835313
GPR160,,,bin_treatment,0.4693184724270673,0.700768894467971,0.6697193270591404,0.52450521322919,-1.1877366501937614,2.126373595047896
MICA,,,(Intercept),7.058544526147056,0.6737121256260428,10.477092897189506,1.5722111031528504e-5,5.465468495299591,8.651620556994521
MICA,,,bin_treatment,-0.6775320771906835,1.010568188439064,-0.6704466704391396,0.524068478012973,-3.0671461234618813,1.7120819690805145
TAPBPL,,,(Intercept),7.883656958035157,0.45058110959322634,17.496643312792965,4.903858776004936e-7,6.818201938981428,8.949111977088887
TAPBPL,,,bin_treatment,-1.0468618874866304,0.6758716643898395,-1.5489063126084919,0.16533404500088447,-2.645044416067224,0.5513206410939633
CXCL14,,,(Intercept),10.470970559720824,0.7668958832833496,13.653705526349855,2.661941084138438e-6,8.657549955662347,12.2843911637793
CXCL14,,,bin_treatment,-1.2297599571159903,1.1503438249250242,-1.0690368657354614,0.32052550726407525,-3.9498908632037066,1.4903709489717263
CD14,,,(Intercept),7.5905412638895,0.4734163203724297,16.033543706136136,8.917844676459145e-7,6.471089551637033,8.709992976141965
CD14,,,bin_treatment,-0.6752956520933161,0.7101244805586445,-0.9509539110129972,0.3732984827951694,-2.354473220472016,1.0038819162853834
IL18,,,(Intercept),7.0722343564542705,0.3622217356043054,19.524599606524028,2.3073334863401917e-7,6.215716055990301,7.92875265691824
IL18,,,bin_treatment,0.08542725561244165,0.5433326034064581,0.1572282890385191,0.8795039523843227,-1.1993501950835135,1.3702047063083966
CLEC14A,,,(Intercept),6.521649392447578,0.5395735154095638,12.086674394122761,1.9478410580009308e-5,5.201360563027963,7.841938221867192
CLEC14A,,,bin_treatment,0.009857753075906283,0.7630721833895333,0.012918506650469914,0.9901116491505104,-1.8573126157390099,1.8770281218908225
HMGB1,,,(Intercept),7.21816883013653,0.2919597381793641,24.7231651704732,2.880990802568028e-7,6.503769086728262,7.932568573544797
HMGB1,,,bin_treatment,-0.6026029272282932,0.4128934214001546,-1.4594636194125314,0.19472589758919873,-1.612916733312125,0.4077108788555387
KIF2C,,,(Intercept),5.305035716834421,0.26108479244244426,20.319206136848848,1.7527031123587781e-7,4.687668284902949,5.922403148765894
KIF2C,,,bin_treatment,-0.8355828823338579,0.3916271886636664,-2.1336181616630947,0.07029362938543568,-1.7616340302310665,0.09046826556335053
RNLS,,,(Intercept),6.404274976031953,0.5062827882937544,12.64960042907103,4.460269151570288e-6,5.207106416668526,7.60144353539538
RNLS,,,bin_treatment,-0.6341934287605384,0.7594241824406316,-0.8350977535668833,0.4312383429915093,-2.429946267805679,1.1615594102846023
RPTOR,,,(Intercept),7.634569154690321,0.4944982105742011,15.439022814309514,4.669120200062748e-6,6.424575622866328,8.844562686514314
RPTOR,,,bin_treatment,-0.899603865718942,0.8075121964174279,-1.1140436883926754,0.3078869495685278,-2.87551502907685,1.0763072976389658
CD68,,,(Intercept),7.845566379020567,0.41719487862326315,18.805519389190057,1.4601864048207688e-6,6.824727286280318,8.866405471760816
CD68,,,bin_treatment,-0.6683195708361952,0.590002655501616,-1.1327399370228168,0.30055002316704543,-2.1120040607901016,0.7753649191177113
CCL13,,,(Intercept),3.359177885534304,0.2555727287387342,13.143725866652657,3.4439524001498347e-6,2.754844413112949,3.963511357955659
CCL13,,,bin_treatment,0.39774908357720046,0.3428867967929543,1.1600011645166195,0.2840790583223144,-0.4130493516703862,1.2085475188247872
CYBB,,,(Intercept),9.478002764940866,0.5155593026501648,18.383923471500637,3.4914284515630856e-7,8.258898734760022,10.69710679512171
CYBB,,,bin_treatment,-0.970233249277456,0.7733389539752471,-1.2546028417294897,0.24988908874967733,-2.7988892945487214,0.8584227959938092
PLA2G2A,,,(Intercept),4.859277499864979,0.5026868766807034,9.66660902697783,2.6741153949567206e-5,3.6706119203083567,6.047943079421602
PLA2G2A,,,bin_treatment,0.2134505157718615,0.7540303150210551,0.2830794883437826,0.7853043804888252,-1.5695478535630722,1.9964488851067954
FGF13,,,(Intercept),6.08166541684176,0.6061367677132938,10.03348706231004,8.27889644187393e-6,4.683911523995618,7.479419309687903
FGF13,,,bin_treatment,0.11761210899954211,0.8572068375531305,0.13720388574508122,0.894259879106651,-1.8591104031232626,2.094334621122347
CNTFR,,,(Intercept),3.7305764119988005,0.24057687935026087,15.506795258439515,2.0255117777370052e-5,3.112153855866951,4.34899896813065
CNTFR,,,bin_treatment,0.2675414002874849,0.36748725335960974,0.7280290618017126,0.49924639206765775,-0.6771146580266079,1.2121974586015776
CD244,,,(Intercept),4.537568078871636,0.17667992389801965,25.682420383488154,5.6660407510934375e-9,4.130143443755245,4.944992713988026
CD244,,,bin_treatment,-0.5039619642391807,0.2498631445756257,-2.0169519802335127,0.07842839515993803,-1.08014740886569,0.07222348038732851
CSF2RB,,,(Intercept),5.176009962039651,0.424750091421192,12.186012590888415,5.734292305293445e-6,4.171635594998849,6.180384329080454
CSF2RB,,,bin_treatment,-1.015948727984064,0.637125137131788,-1.5945827103254242,0.15483507707255464,-2.522510278545268,0.49061282257714023
MAP3K7,,,(Intercept),9.20381154261562,0.35092576361301697,26.227232357796087,2.997963579360868e-8,8.374003971467562,10.033619113763677
MAP3K7,,,bin_treatment,-0.6005458379818938,0.5263886454195255,-1.1408791644874214,0.2914442448316334,-1.8452571947039786,0.6441655187401911
FASLG,,,(Intercept),5.338923948746427,0.37714246547154806,14.156252444473663,6.03130700080155e-7,4.469231863807942,6.208616033684911
FASLG,,,bin_treatment,-0.763753984412633,0.53335998961669,-1.43196715029472,0.1900417730236684,-1.993684326021171,0.4661763571959049
CD209,,,(Intercept),4.838880790834766,0.32421292119238604,14.925009074402075,5.6951537511540784e-6,4.045560351674787,5.632201229994745
CD209,,,bin_treatment,-0.017096994313091023,0.4585063102468718,-0.03728846022617563,0.9714646830010263,-1.1390215186809134,1.1048275300547314
IRF7,,,(Intercept),8.526103671778626,0.37680091247892056,22.627608876227452,4.877397029455039e-7,7.604105053511717,9.448102290045535
IRF7,,,bin_treatment,-0.7105268543387553,0.5328769607422471,-1.3333788222877168,0.23079536924077215,-2.014429804781072,0.5933760961035615
PTCD2,,,(Intercept),7.071567599908131,0.30229590076774837,23.39286633377527,1.1853775845279825e-8,6.3744720026824355,7.768663197133827
PTCD2,,,bin_treatment,-0.1888556213283472,0.427510962715541,-0.441756206972425,0.6703630079167553,-1.1746976691954987,0.7969864265388044
PIK3R2,,,(Intercept),8.71106570811966,0.6428687715584415,13.550301544438547,2.8025924687651277e-6,7.190922620300908,10.231208795938413
PIK3R2,,,bin_treatment,-1.1017099773138448,0.9643031573376621,-1.142493383881007,0.29081647268706445,-3.381924609041973,1.1785046544142836
LILRA5,,,(Intercept),5.332591184953693,0.32339845353718544,16.489229081426434,7.362388412482388e-7,4.567875358792062,6.0973070111153245
LILRA5,,,bin_treatment,-0.556871711544436,0.48509768030577816,-1.1479578941573492,0.28869958204531626,-1.7039454507868825,0.5902020276980103
IL32,,,(Intercept),9.403838895949676,0.4168208151090063,22.560866816333053,8.507991685493732e-8,8.418214287974248,10.389463503925104
IL32,,,bin_treatment,-1.2890921602709748,0.6252312226635094,-2.0617846862787688,0.07815891569145633,-2.767529072234117,0.18934475169216758
CCND3,,,(Intercept),6.973200888530123,0.6160482711857669,11.319244310365708,9.400309400321959e-6,5.51647820633245,8.429923570727794
CCND3,,,bin_treatment,-0.7735881790802328,0.9240724067786503,-0.8371510429328682,0.43015799754622874,-2.958672202376742,1.4114958442162762
BIRC5,,,(Intercept),7.561235520588373,0.33186611412023487,22.78399390258007,3.0285336800310434e-6,6.708146515767689,8.414324525409057
BIRC5,,,bin_treatment,-2.033125643892983,0.4390176032657612,-4.631080004011187,0.0056782348814504655,-3.1616563203725385,-0.9045949674134275
LGALS9,,,(Intercept),6.581414306301706,0.548608805557841,11.99655244251783,6.370583443492267e-6,5.284160620042285,7.878667992561128
LGALS9,,,bin_treatment,-1.1319712231685966,0.8229132083367614,-1.3755657482476076,0.21135754926335784,-3.077851752557728,0.8139093062205349
RASAL1,,,(Intercept),5.146152559312383,0.1435627844768532,35.84600687472806,3.414669195022666e-9,4.806680517512228,5.485624601112538
RASAL1,,,bin_treatment,-0.13072291703822395,0.1926096870776372,-0.6786933669931777,0.5191327441787026,-0.5861724541937022,0.3247266201172543
PDCD1LG2,,,(Intercept),6.215893164348145,0.25382347728246696,24.48903951241201,4.822715075914346e-8,5.615696014342413,6.816090314353877
PDCD1LG2,,,bin_treatment,-0.5749316412222442,0.38073521592370047,-1.5100563782296954,0.17477550103891637,-1.4752273662308415,0.3253640837863533
IL11,,,(Intercept),6.093923643953094,0.4415386494344198,13.801563355232854,2.47455685154677e-6,5.04985064548494,7.137996642421247
IL11,,,bin_treatment,-0.8908307387125021,0.6623079741516297,-1.3450400319482703,0.22055567686022925,-2.4569402364147326,0.6752787589897284
PRKX,,,(Intercept),4.046326741220586,0.2063321251825322,19.610745237277005,4.754123971379539e-8,3.5705240073242033,4.5221294751169685
PRKX,,,bin_treatment,-0.106309250286694,0.29179768978640025,-0.3643251951875074,0.7250569306448722,-0.7791959295771553,0.5665774290037673
SNCA,,,(Intercept),5.031030327957297,0.4361467383077618,11.535178154667776,8.285053038972402e-6,3.999707173301672,6.062353482612922
SNCA,,,bin_treatment,0.6257415886768601,0.5851522530125801,1.069365426613862,0.3203873700833433,-0.7579236196708438,2.009406797024564
ADGRE1,,,(Intercept),4.806512471800221,0.3873012242693893,12.410269244222754,1.6586805174982653e-6,3.9133942470653733,5.699630696535069
ADGRE1,,,bin_treatment,-0.41520717820650854,0.547726644085474,-0.758055469256512,0.47015699990363014,-1.6782670844291119,0.8478527280160948
PSMB9,,,(Intercept),7.661466444663599,0.3448329626952341,22.217906272013963,9.458566644968148e-8,6.846066058325858,8.47686683100134
PSMB9,,,bin_treatment,-1.4606852364784602,0.5172494440428511,-2.8239474267225133,0.025627705760252896,-2.683785815985071,-0.2375846569718496
RUNX3,,,(Intercept),6.4012804719102006,0.5485664941031565,11.669105825312139,7.669128480993115e-6,5.104126836342647,7.6984341074777545
RUNX3,,,bin_treatment,-1.030491361143964,0.8228497411547346,-1.2523445163850186,0.2506626488528844,-2.976221814495295,0.915239092207367
PGPEP1,,,(Intercept),6.56698606974832,0.6539790449108764,10.041584850235166,2.081670900011937e-5,5.020571360118575,8.113400779378065
PGPEP1,,,bin_treatment,-1.0180378927809675,0.9809685673663147,-1.0377884946040379,0.33388200341791974,-3.337659957225585,1.30158417166365
MELK,,,(Intercept),6.870213065087516,0.17499260263311225,39.260019919193596,1.8113360925740852e-9,6.45642131305192,7.284004817123113
MELK,,,bin_treatment,-1.105271909729327,0.2624889039496684,-4.210737646804531,0.003982097942110689,-1.725959537782722,-0.48458428167593215
ISG15,,,(Intercept),9.158725934427709,0.5968872388850212,15.34414766771712,1.2038674785702086e-6,7.747311893893932,10.570139974961485
ISG15,,,bin_treatment,-1.5693027288843047,0.8953308583275317,-1.7527629191913983,0.12309576887292485,-3.6864237896849694,0.5478183319163603
EIF2B4,,,(Intercept),7.637683366669865,0.5056106165786068,15.105860352286415,1.3394273456421937e-6,6.44210424084531,8.83326249249442
EIF2B4,,,bin_treatment,-0.9809878548072354,0.7584159248679102,-1.2934694837507394,0.2368932229969711,-2.774356543544067,0.8123808339295963
IRF9,,,(Intercept),9.649632662137096,0.3593566505102453,26.852522830552108,2.545802629335391e-8,8.799889211369418,10.499376112904773
IRF9,,,bin_treatment,-1.3429229981588908,0.539034975765368,-2.491346681636185,0.041514652788835565,-2.6175381743104085,-0.06830782200737318
IL1A,,,(Intercept),5.561862563854635,0.4154044422966856,13.389030057320143,3.039176571174032e-6,4.579587145380517,6.544137982328753
IL1A,,,bin_treatment,-0.6819784544558024,0.6231066634450284,-1.094481080791664,0.30996861767690376,-2.15539158216698,0.7914346732553749
FCRL2,,,(Intercept),4.590888256649225,0.3581160390198104,12.819554994562154,4.076446719624245e-6,3.7440783858986335,5.437698127399816
FCRL2,,,bin_treatment,-0.3265730903660781,0.48046308424875794,-0.6797048536553042,0.518529389445971,-1.4626877513757583,0.809541570643602
EIF4EBP1,,,(Intercept),9.497234860707852,0.4217559526587592,22.51831847502582,8.619785908313888e-8,8.499940506797332,10.494529214618373
EIF4EBP1,,,bin_treatment,-2.0608967537274587,0.6326339289881387,-3.257644997042355,0.013909560979933244,-3.556838284593239,-0.5649552228616783
LTBP1,,,(Intercept),7.596797924181151,0.3525818283630274,21.5461981108093,6.522856606336169e-7,6.734061269861297,8.459534578501003
LTBP1,,,bin_treatment,-0.3200983126317963,0.4986260035172962,-0.6419607288304867,0.5446293780640996,-1.5401921899273212,0.8999955646637288
CD40LG,,,(Intercept),4.68086662723764,0.1690916268027877,27.68242707072039,1.1514100982850201e-6,4.246202762820199,5.11553049165508
CD40LG,,,bin_treatment,-0.6085780388067998,0.22368719665176004,-2.720665500378389,0.04174182916882037,-1.1835842833842223,-0.033571794229377394
HEY1,,,(Intercept),7.774932658202271,0.31907265496254555,24.36727979436199,4.992157863561929e-8,7.020445720257739,8.529419596146804
HEY1,,,bin_treatment,0.16696017605189445,0.4280808877545525,0.3900201593387274,0.7081173449856204,-0.8452902727758889,1.1792106248796776
HLA-DQA1,,,(Intercept),9.274267942848676,1.284224903575494,7.22168517136491,3.574025948434487e-4,6.1318828067542945,12.416653078943057
HLA-DQA1,,,bin_treatment,0.18229813689771995,2.097130485823259,0.08692741731144887,0.9335576580432938,-4.949195302260618,5.313791576056058
PRLR,,,(Intercept),9.51603874172943,0.47986913406875237,19.830487243561777,4.3557081593072346e-8,8.409458534210044,10.622618949248816
PRLR,,,bin_treatment,-0.31131148127108715,0.6786374375642626,-0.4587301908784069,0.6586335648597693,-1.8762522185986354,1.2536292560564612
TNFRSF11A,,,(Intercept),5.824096874831227,0.5913041751060902,9.849578474202863,2.36401962919134e-5,4.4258846823072995,7.222309067355154
TNFRSF11A,,,bin_treatment,0.16264360608682987,0.793317798549994,0.2050169634213498,0.8433929945754316,-1.7132548995846848,2.0385421117583444
AREG,,,(Intercept),5.370845211833422,0.8463377015877861,6.3459836443033995,3.8671260552720926e-4,3.369574557621646,7.372115866045198
AREG,,,bin_treatment,-0.5453611962534591,1.1354811796027329,-0.48029082828502967,0.6456665386347633,-3.2303475307692633,2.1396251382623452
BBC3,,,(Intercept),8.287466303161283,0.42526629238861224,19.487710292326955,2.337584222469594e-7,7.2818713147942224,9.293061291528343
BBC3,,,bin_treatment,-0.7553469108169573,0.6378994385829183,-1.1841159673928328,0.27501152018339525,-2.2637393933675476,0.7530455717336333
EDN1,,,(Intercept),5.231555174499647,0.2623397787047373,19.941905876149068,1.0318793967398467e-6,4.589632860960276,5.8734774880390175
EDN1,,,bin_treatment,0.18788161683093044,0.371004472994196,0.5064133467573305,0.6306320736660534,-0.7199336249663613,1.095696858628222
PARP12,,,(Intercept),8.598228133752583,0.2836922227927959,30.308296960373802,1.0979601068647616e-8,7.927402623748475,9.269053643756692
PARP12,,,bin_treatment,-1.1447776841492634,0.42553833418919373,-2.690186975353193,0.03107732788421606,-2.151015949155426,-0.13853941914310086
PIK3CG,,,(Intercept),6.622749799559004,0.4325634132698001,15.310471473989958,4.903998120003242e-6,5.564305257257411,7.681194341860596
PIK3CG,,,bin_treatment,-0.33749493968939076,0.6117370456325494,-0.5516993651094216,0.6010819237841165,-1.8343615664320863,1.1593716870533048
IL4,,,(Intercept),3.6502373007048656,0.18709669526239855,19.5098972517152,1.1747359764957008e-6,3.192428179757244,4.108046421652487
IL4,,,bin_treatment,0.2566532949036513,0.3055276239692502,0.8400330273555956,0.433081449392876,-0.4909458690388706,1.0042524588461732
F2RL1,,,(Intercept),6.470874293161017,0.4628929945701835,13.979201174062934,6.646741641361382e-7,5.403441133525134,7.538307452796899
F2RL1,,,bin_treatment,-0.7692482188123576,0.6546295508486489,-1.1750893582715893,0.27374591121515024,-2.278826670096188,0.7403302324714726
CXCL6,,,(Intercept),3.7353077625757627,0.186535383780433,20.024660666914098,1.9383479545375567e-7,3.2942216703083838,4.176393854843142
CXCL6,,,bin_treatment,0.49463198750224147,0.25026347900523593,1.976444943019005,0.08864512458044375,-0.09714710424152107,1.086411079246004
TNFSF18,,,(Intercept),4.280092379719648,0.29305858439154936,14.604903618865189,1.6851617660173976e-6,3.5871189439299402,4.973065815509357
TNFSF18,,,bin_treatment,0.1587127766193963,0.3931793496536179,0.4036650875973488,0.6985056495503785,-0.7710086487970278,1.0884342020358204
JAK3,,,(Intercept),6.4398905630189764,0.30692433321938944,20.98201369526392,1.4045177016804282e-7,5.714129841284463,7.16565128475349
JAK3,,,bin_treatment,-1.3878403101095225,0.46038649982908414,-3.014511308704209,0.019537193492218278,-2.476481392711292,-0.29919922750775285
NKG7,,,(Intercept),7.490679753737887,0.5755624308970463,13.014539086686467,3.681585240002426e-6,6.129690871333036,8.851668636142739
