code_class,gene,accesion_number,lower_bound,upper_bound,mean_pre,mean_post,count_type,count_value
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,pre_count_1,14
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,pre_count_2,324
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,pre_count_3,NA
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,pre_count_4,87
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,pre_count_5,20
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,post_count_1,14
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,post_count_2,23
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,post_count_3,24
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,post_count_4,13
Endogenous,CCNO,NM_021147.4,0.5,36.5,111.2,17.8,post_count_5,15
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,pre_count_1,632
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,pre_count_2,NA
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,pre_count_3,529
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,pre_count_4,55
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,pre_count_5,147
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,post_count_1,427
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,post_count_2,570
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,post_count_3,105
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,post_count_4,102
Endogenous,MYC,NM_002467.3,-378,910,340.8,265.8,post_count_5,125
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,pre_count_1,10
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,pre_count_2,31
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,pre_count_3,35
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,pre_count_4,NA
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,pre_count_5,53
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,post_count_1,17
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,post_count_2,NA
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,post_count_3,9
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,post_count_4,12
Endogenous,CD79A,NM_001783.3,4.5,24.5,32.2,12.8,post_count_5,13
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,pre_count_1,45
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,pre_count_2,135
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,pre_count_3,123
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,pre_count_4,31
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,pre_count_5,73
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,post_count_1,59
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,post_count_2,NA
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,post_count_3,103
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,post_count_4,40
Endogenous,FSTL3,NM_005860.2,-7,169,81.4,76.2,post_count_5,103
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,pre_count_1,1141
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,pre_count_2,5611
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,pre_count_3,8545
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,pre_count_4,1618
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,pre_count_5,1997
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,post_count_1,838
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,post_count_2,NA
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,post_count_3,3362
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,post_count_4,2285
Endogenous,VCAN,NM_001126336.2,-1151.5,8012.5,3782.4,2765.2,post_count_5,4576
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,pre_count_1,59
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,pre_count_2,NA
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,pre_count_3,257
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,pre_count_4,73
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,pre_count_5,207
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,post_count_1,57
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,post_count_2,NA
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,post_count_3,197
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,post_count_4,129
Endogenous,CX3CL1,NM_002996.3,27,299,149,128.8,post_count_5,132
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,pre_count_1,315
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,pre_count_2,3997
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,pre_count_3,2597
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,pre_count_4,232
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,pre_count_5,550
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,post_count_1,807
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,post_count_2,NA
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,post_count_3,566
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,post_count_4,121
Endogenous,ERBB2,NM_004448.2,-263,1449,1538.2,468.2,post_count_5,379
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,pre_count_1,21
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,pre_count_2,83
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,pre_count_3,124
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,pre_count_4,46
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,pre_count_5,57
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,post_count_1,23
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,post_count_2,NA
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,post_count_3,38
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,post_count_4,54
Endogenous,FAM124B,NM_001122779.1,11,83,66.2,42.8,post_count_5,56
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,pre_count_1,1050
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,pre_count_2,4795
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,pre_count_3,7387
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,pre_count_4,888
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,pre_count_5,1662
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,post_count_1,1259
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,post_count_2,NA
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,post_count_3,779
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,post_count_4,882
Endogenous,AKT1,NM_005163.2,316.5,1824.5,3156.4,1023,post_count_5,1172
Endogenous,KDR,NM_002253.2,77,197,249,139.3,pre_count_1,79
Endogenous,KDR,NM_002253.2,77,197,249,139.3,pre_count_2,470
Endogenous,KDR,NM_002253.2,77,197,249,139.3,pre_count_3,292
Endogenous,KDR,NM_002253.2,77,197,249,139.3,pre_count_4,107
Endogenous,KDR,NM_002253.2,77,197,249,139.3,pre_count_5,297
Endogenous,KDR,NM_002253.2,77,197,249,139.3,post_count_1,152
Endogenous,KDR,NM_002253.2,77,197,249,139.3,post_count_2,NA
Endogenous,KDR,NM_002253.2,77,197,249,139.3,post_count_3,NA
Endogenous,KDR,NM_002253.2,77,197,249,139.3,post_count_4,122
Endogenous,KDR,NM_002253.2,77,197,249,139.3,post_count_5,144
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,pre_count_1,78
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,pre_count_2,167
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,pre_count_3,219
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,pre_count_4,32
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,pre_count_5,11
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,post_count_1,NA
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,post_count_2,59
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,post_count_3,52
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,post_count_4,NA
Endogenous,EGF,NM_001178130.2,41.5,69.5,101.4,55.7,post_count_5,56
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,pre_count_1,NA
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,pre_count_2,10
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,pre_count_3,11
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,pre_count_4,12
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,pre_count_5,10
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,post_count_1,7
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,post_count_2,20
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,post_count_3,16
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,post_count_4,12
Endogenous,MAGEA12,NM_001166386.1,6,22,10.8,14,post_count_5,15
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,pre_count_1,65
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,pre_count_2,85
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,pre_count_3,26
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,pre_count_4,20
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,pre_count_5,21
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,post_count_1,27
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,post_count_2,NA
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,post_count_3,21
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,post_count_4,31
Endogenous,IFNA1,NM_024013.1,21,37,43.4,27.2,post_count_5,30
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,pre_count_1,75
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,pre_count_2,1110
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,pre_count_3,1059
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,pre_count_4,75
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,pre_count_5,267
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,post_count_1,130
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,post_count_2,NA
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,post_count_3,236
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,post_count_4,142
Endogenous,TGFB3,NM_001329938.1,-56,472,517.2,195.5,post_count_5,274
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,pre_count_1,528
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,pre_count_2,4017
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,pre_count_3,2339
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,pre_count_4,467
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,pre_count_5,938
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,post_count_1,494
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,post_count_2,NA
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,post_count_3,1203
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,post_count_4,534
Endogenous,MFGE8,NM_001114614.1,-469.5,2206.5,1657.8,763,post_count_5,821
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,pre_count_1,87
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,pre_count_2,NA
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,pre_count_3,36
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,pre_count_4,33
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,pre_count_5,45
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,post_count_1,18
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,post_count_2,85
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,post_count_3,NA
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,post_count_4,34
Endogenous,CXCL2,NM_002089.1,-42.5,161.5,50.2,43.8,post_count_5,38
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,pre_count_1,144
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,pre_count_2,NA
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,pre_count_3,799
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,pre_count_4,512
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,pre_count_5,333
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,post_count_1,226
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,post_count_2,NA
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,post_count_3,349
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,post_count_4,122
Endogenous,CCND2,NM_001759.2,-368,1216,447,329.8,post_count_5,622
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,pre_count_1,27
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,pre_count_2,452
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,pre_count_3,798
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,pre_count_4,27
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,pre_count_5,31
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,post_count_1,17
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,post_count_2,21
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,post_count_3,NA
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,post_count_4,31
Endogenous,PDZK1IP1,NM_005764.3,6,46,267,23,post_count_5,23
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,pre_count_1,38
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,pre_count_2,184
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,pre_count_3,105
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,pre_count_4,16
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,pre_count_5,31
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,post_count_1,30
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,post_count_2,NA
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,post_count_3,24
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,post_count_4,25
Endogenous,JAG2,NM_002226.4,17.5,37.5,74.8,26,post_count_5,25
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,pre_count_1,21
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,pre_count_2,266
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,pre_count_3,424
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,pre_count_4,45
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,pre_count_5,51
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,post_count_1,74
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,post_count_2,NA
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,post_count_3,92
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,post_count_4,70
Endogenous,C5,NM_001317163.1,39.5,123.5,161.4,76.8,post_count_5,71
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,pre_count_1,13
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,pre_count_2,18
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,pre_count_3,23
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,pre_count_4,25
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,pre_count_5,12
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,post_count_1,11
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,post_count_2,NA
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,post_count_3,7
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,post_count_4,11
Endogenous,CD79B,NM_001039933.1,0.5,28.5,18.2,11.8,post_count_5,18
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,pre_count_1,17
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,pre_count_2,50
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,pre_count_3,47
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,pre_count_4,25
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,pre_count_5,20
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,post_count_1,NA
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,post_count_2,45
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,post_count_3,51
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,post_count_4,43
Endogenous,CXCR2,NM_001557.3,25,57,31.8,44,post_count_5,37
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,pre_count_1,79
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,pre_count_2,476
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,pre_count_3,NA
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,pre_count_4,263
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,pre_count_5,150
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,post_count_1,77
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,post_count_2,NA
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,post_count_3,88
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,post_count_4,122
Endogenous,PSMB10,NM_002801.3,-12.5,255.5,242,110.5,post_count_5,155
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,pre_count_1,138
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,pre_count_2,751
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,pre_count_3,863
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,pre_count_4,189
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,pre_count_5,334
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,post_count_1,219
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,post_count_2,NA
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,post_count_3,315
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,post_count_4,284
Endogenous,ZEB1,NM_001128128.2,107,579,455,305,post_count_5,402
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,pre_count_1,121
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,pre_count_2,187
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,pre_count_3,NA
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,pre_count_4,78
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,pre_count_5,80
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,post_count_1,22
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,post_count_2,NA
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,post_count_3,33
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,post_count_4,61
Endogenous,ANLN,NM_018685.2,-16.5,115.5,116.5,45.5,post_count_5,66
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,pre_count_1,19
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,pre_count_2,57
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,pre_count_3,NA
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,pre_count_4,27
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,pre_count_5,36
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,post_count_1,22
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,post_count_2,NA
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,post_count_3,13
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,post_count_4,22
Endogenous,TAF3,NM_031923.3,11.5,39.5,34.8,21.5,post_count_5,29
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,pre_count_1,939
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,pre_count_2,1844
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,pre_count_3,2301
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,pre_count_4,346
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,pre_count_5,562
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,post_count_1,482
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,post_count_2,NA
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,post_count_3,522
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,post_count_4,334
Endogenous,CD276,NM_001024736.1,-151,1537,1198.4,560.5,post_count_5,904
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,pre_count_1,70
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,pre_count_2,247
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,pre_count_3,304
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,pre_count_4,98
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,pre_count_5,80
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,post_count_1,NA
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,post_count_2,NA
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,post_count_3,68
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,post_count_4,92
Endogenous,ICAM1,NM_000201.2,32,128,159.8,84,post_count_5,92
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,pre_count_1,52
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,pre_count_2,610
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,pre_count_3,899
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,pre_count_4,287
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,pre_count_5,312
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,post_count_1,67
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,post_count_2,NA
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,post_count_3,206
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,post_count_4,149
Endogenous,IL16,NM_004513.4,63.5,291.5,432,156.5,post_count_5,204
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,pre_count_1,17
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,pre_count_2,NA
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,pre_count_3,17
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,pre_count_4,NA
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,pre_count_5,16
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,post_count_1,10
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,post_count_2,31
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,post_count_3,24
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,post_count_4,17
Endogenous,CXCL3,NM_002090.2,6.5,34.5,16.7,21,post_count_5,23
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,pre_count_1,48
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,pre_count_2,NA
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,pre_count_3,189
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,pre_count_4,40
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,pre_count_5,99
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,post_count_1,36
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,post_count_2,NA
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,post_count_3,53
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,post_count_4,33
Endogenous,PRR5,NM_015366.3,-10.5,113.5,94,47.2,post_count_5,67
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,pre_count_1,13
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,pre_count_2,72
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,pre_count_3,116
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,pre_count_4,16
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,pre_count_5,28
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,post_count_1,14
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,post_count_2,NA
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,post_count_3,20
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,post_count_4,23
Endogenous,CTSW,NM_001335.3,14,30,49,20.2,post_count_5,24
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,pre_count_1,298
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,pre_count_2,281
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,pre_count_3,NA
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,pre_count_4,472
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,pre_count_5,299
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,post_count_1,147
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,post_count_2,NA
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,post_count_3,391
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,post_count_4,433
Endogenous,CXCR4,NM_001008540.1,-24.5,1083.5,337.5,409.8,post_count_5,668
