code_class,gene,accesion_number,lower_bound,upper_bound,mean_pre,mean_post,count_type,count_value
Endogenous,NBN,NM_002485.4,97.5,453.5,601,235.5,post_count_5,320
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,pre_count_1,15
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,pre_count_2,NA
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,pre_count_3,40
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,pre_count_4,9
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,pre_count_5,16
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,post_count_1,33
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,post_count_2,NA
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,post_count_3,49
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,post_count_4,8
Endogenous,WNT4,NM_030761.4,-31,97,20,26.8,post_count_5,17
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,pre_count_1,NA
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,pre_count_2,33
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,pre_count_3,24
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,pre_count_4,13
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,pre_count_5,20
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,post_count_1,12
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,post_count_2,NA
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,post_count_3,14
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,post_count_4,19
Endogenous,CXCL8,NM_000584.3,-5.5,46.5,22.5,18,post_count_5,27
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,pre_count_1,11
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,pre_count_2,19
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,pre_count_3,16
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,pre_count_4,7
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,pre_count_5,7
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,post_count_1,14
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,post_count_2,20
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,post_count_3,14
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,post_count_4,10
Endogenous,FGF9,NM_002010.2,4,20,12,13.4,post_count_5,9
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,pre_count_1,17
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,pre_count_2,41
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,pre_count_3,NA
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,pre_count_4,16
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,pre_count_5,11
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,post_count_1,17
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,post_count_2,NA
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,post_count_3,18
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,post_count_4,21
Endogenous,C5AR1,NM_001736.3,13.5,25.5,21.2,18.5,post_count_5,18
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,pre_count_1,25
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,pre_count_2,491
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,pre_count_3,483
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,pre_count_4,134
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,pre_count_5,103
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,post_count_1,NA
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,post_count_2,NA
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,post_count_3,87
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,post_count_4,87
Endogenous,TNFRSF1B,NM_001066.2,60,132,247.2,93,post_count_5,105
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,pre_count_1,17
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,pre_count_2,2862
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,pre_count_3,NA
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,pre_count_4,5
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,pre_count_5,13
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,post_count_1,1866
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,post_count_2,7
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,post_count_3,1853
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,post_count_4,1507
Endogenous,HLA-DRB5,NM_002125.3,-2762,4622,724.2,1047.8,post_count_5,6
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,pre_count_1,1920
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,pre_count_2,10375
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,pre_count_3,NA
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,pre_count_4,3855
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,pre_count_5,1633
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,post_count_1,6088
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,post_count_2,4901
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,post_count_3,1922
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,post_count_4,1029
Endogenous,GLUL,NM_002065.6,-3384,9872,4445.8,3105.4,post_count_5,1587
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,pre_count_1,7
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,pre_count_2,59
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,pre_count_3,81
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,pre_count_4,67
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,pre_count_5,39
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,post_count_1,16
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,post_count_2,NA
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,post_count_3,14
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,post_count_4,26
Endogenous,LY9,NM_001033667.2,1,41,50.6,20.5,post_count_5,26
Endogenous,TAP1,NM_000593.5,-5,339,306,147,pre_count_1,295
Endogenous,TAP1,NM_000593.5,-5,339,306,147,pre_count_2,405
Endogenous,TAP1,NM_000593.5,-5,339,306,147,pre_count_3,NA
Endogenous,TAP1,NM_000593.5,-5,339,306,147,pre_count_4,373
Endogenous,TAP1,NM_000593.5,-5,339,306,147,pre_count_5,151
Endogenous,TAP1,NM_000593.5,-5,339,306,147,post_count_1,124
Endogenous,TAP1,NM_000593.5,-5,339,306,147,post_count_2,NA
Endogenous,TAP1,NM_000593.5,-5,339,306,147,post_count_3,81
Endogenous,TAP1,NM_000593.5,-5,339,306,147,post_count_4,210
Endogenous,TAP1,NM_000593.5,-5,339,306,147,post_count_5,173
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,pre_count_1,778
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,pre_count_2,902
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,pre_count_3,1147
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,pre_count_4,370
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,pre_count_5,306
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,post_count_1,225
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,post_count_2,NA
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,post_count_3,220
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,post_count_4,386
Endogenous,IFIH1,NM_022168.3,-16.5,627.5,700.6,302,post_count_5,377
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,pre_count_1,138
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,pre_count_2,1113
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,pre_count_3,734
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,pre_count_4,275
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,pre_count_5,317
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,post_count_1,160
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,post_count_2,307
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,post_count_3,322
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,post_count_4,NA
Endogenous,DEPTOR,NM_001283012.1,129.5,437.5,515.4,258.5,post_count_5,245
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,pre_count_1,186
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,pre_count_2,1133
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,pre_count_3,1553
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,pre_count_4,916
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,pre_count_5,430
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,post_count_1,NA
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,post_count_2,806
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,post_count_3,672
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,post_count_4,569
Endogenous,CSF1R,NM_005211.3,414.5,826.5,843.6,667.8,post_count_5,624
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,pre_count_1,21
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,pre_count_2,27
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,pre_count_3,28
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,pre_count_4,NA
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,pre_count_5,26
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,post_count_1,NA
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,post_count_2,24
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,post_count_3,22
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,post_count_4,NA
Endogenous,MARCO,NM_006770.3,19,27,25.5,23,post_count_5,23
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,pre_count_1,133
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,pre_count_2,NA
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,pre_count_3,218
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,pre_count_4,150
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,pre_count_5,156
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,post_count_1,83
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,post_count_2,NA
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,post_count_3,232
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,post_count_4,127
Endogenous,NFIL3,NM_001289999.1,-30.5,389.5,164.2,154.8,post_count_5,177
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,pre_count_1,46
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,pre_count_2,441
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,pre_count_3,474
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,pre_count_4,61
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,pre_count_5,41
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,post_count_1,65
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,post_count_2,NA
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,post_count_3,53
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,post_count_4,NA
Endogenous,IKBKG,NM_001099856.4,35,83,212.6,59.3,post_count_5,60
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,pre_count_1,36
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,pre_count_2,163
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,pre_count_3,222
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,pre_count_4,40
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,pre_count_5,61
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,post_count_1,39
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,post_count_2,90
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,post_count_3,52
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,post_count_4,41
Endogenous,CD58,NM_001144822.1,8,96,104.4,57,post_count_5,63
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,pre_count_1,64
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,pre_count_2,358
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,pre_count_3,277
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,pre_count_4,59
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,pre_count_5,54
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,post_count_1,41
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,post_count_2,NA
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,post_count_3,85
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,post_count_4,51
Endogenous,LOXL2,NM_002318.2,-63,241,162.4,76,post_count_5,127
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,pre_count_1,42
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,pre_count_2,855
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,pre_count_3,475
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,pre_count_4,46
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,pre_count_5,90
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,post_count_1,81
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,post_count_2,NA
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,post_count_3,50
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,post_count_4,36
Endogenous,SPRY4,NM_030964.3,-13,155,301.6,64.8,post_count_5,92
Endogenous,NFAM1,NM_145912.5,4,44,40,21,pre_count_1,9
Endogenous,NFAM1,NM_145912.5,4,44,40,21,pre_count_2,53
Endogenous,NFAM1,NM_145912.5,4,44,40,21,pre_count_3,94
Endogenous,NFAM1,NM_145912.5,4,44,40,21,pre_count_4,26
Endogenous,NFAM1,NM_145912.5,4,44,40,21,pre_count_5,18
Endogenous,NFAM1,NM_145912.5,4,44,40,21,post_count_1,13
Endogenous,NFAM1,NM_145912.5,4,44,40,21,post_count_2,NA
Endogenous,NFAM1,NM_145912.5,4,44,40,21,post_count_3,29
Endogenous,NFAM1,NM_145912.5,4,44,40,21,post_count_4,23
Endogenous,NFAM1,NM_145912.5,4,44,40,21,post_count_5,19
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,pre_count_1,61
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,pre_count_2,247
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,pre_count_3,341
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,pre_count_4,119
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,pre_count_5,79
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,post_count_1,53
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,post_count_2,NA
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,post_count_3,113
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,post_count_4,64
Endogenous,SYK,NM_003177.5,-9.5,186.5,169.4,81,post_count_5,94
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,pre_count_1,314
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,pre_count_2,46
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,pre_count_3,NA
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,pre_count_4,184
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,pre_count_5,205
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,post_count_1,247
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,post_count_2,612
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,post_count_3,439
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,post_count_4,458
Endogenous,COMP,NM_000095.2,-69.5,774.5,187.2,392.8,post_count_5,208
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,pre_count_1,NA
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,pre_count_2,11399
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,pre_count_3,7569
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,pre_count_4,537
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,pre_count_5,3674
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,post_count_1,1707
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,post_count_2,NA
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,post_count_3,624
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,post_count_4,1077
Endogenous,IFI6,NM_002038.3,-1329,5087,5794.8,1522.2,post_count_5,2681
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,pre_count_1,NA
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,pre_count_2,30
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,pre_count_3,45
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,pre_count_4,23
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,pre_count_5,23
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,post_count_1,15
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,post_count_2,52
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,post_count_3,36
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,post_count_4,14
Endogenous,RASGRF1,NM_001145648.1,-16.5,67.5,30.2,29.2,post_count_5,29
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,pre_count_1,101
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,pre_count_2,721
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,pre_count_3,703
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,pre_count_4,64
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,pre_count_5,83
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,post_count_1,216
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,post_count_2,NA
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,post_count_3,78
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,post_count_4,103
Endogenous,HDAC5,NM_001015053.1,-66.5,385.5,334.4,126.8,post_count_5,110
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,pre_count_1,43
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,pre_count_2,462
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,pre_count_3,NA
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,pre_count_4,383
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,pre_count_5,851
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,post_count_1,220
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,post_count_2,1873
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,post_count_3,320
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,post_count_4,241
Endogenous,BAMBI,NM_012342.2,-743,1881,434.8,710.2,post_count_5,897
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,pre_count_1,12
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,pre_count_2,14
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,pre_count_3,10
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,pre_count_4,15
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,pre_count_5,14
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,post_count_1,18
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,post_count_2,17
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,post_count_3,8
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,post_count_4,26
Endogenous,MAGEC1,NM_005462.4,-2,30,13,15.8,post_count_5,10
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,pre_count_1,89
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,pre_count_2,724
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,pre_count_3,730
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,pre_count_4,168
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,pre_count_5,186
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,post_count_1,150
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,post_count_2,NA
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,post_count_3,112
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,post_count_4,120
Endogenous,FYN,NM_002037.5,28.5,272.5,379.4,140.8,post_count_5,181
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,pre_count_1,40
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,pre_count_2,46
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,pre_count_3,NA
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,pre_count_4,35
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,pre_count_5,46
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,post_count_1,26
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,post_count_2,NA
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,post_count_3,28
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,post_count_4,27
Endogenous,TNFSF4,NM_001297562.1,-51,157,41.8,40,post_count_5,79
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,pre_count_1,31
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,pre_count_2,103
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,pre_count_3,78
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,pre_count_4,38
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,pre_count_5,22
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,post_count_1,15
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,post_count_2,NA
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,post_count_3,18
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,post_count_4,19
Endogenous,CD274,NM_014143.3,13.5,25.5,54.4,18.2,post_count_5,21
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,pre_count_1,47
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,pre_count_2,NA
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,pre_count_3,301
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,pre_count_4,99
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,pre_count_5,93
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,post_count_1,81
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,post_count_2,214
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,post_count_3,68
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,post_count_4,NA
Endogenous,PRKACB,NM_182948.2,-118.5,413.5,135,133,post_count_5,169
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,pre_count_1,164
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,pre_count_2,292
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,pre_count_3,290
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,pre_count_4,97
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,pre_count_5,44
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,post_count_1,31
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,post_count_2,NA
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,post_count_3,35
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,post_count_4,69
Endogenous,IFIT2,NM_001547.4,-40,160,177.4,55,post_count_5,85
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,pre_count_1,31
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,pre_count_2,NA
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,pre_count_3,122
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,pre_count_4,80
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,pre_count_5,71
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,post_count_1,85
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,post_count_2,NA
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,post_count_3,NA
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,post_count_4,78
Endogenous,PPARG,NM_005037.5,52.5,120.5,76,86,post_count_5,95
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,pre_count_1,178
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,pre_count_2,1111
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,pre_count_3,1017
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,pre_count_4,185
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,pre_count_5,260
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,post_count_1,244
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,post_count_2,NA
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,post_count_3,232
Endogenous,PTEN,NM_000314.6,92.5,496.5,550.2,267.2,post_count_4,248
