treatment,code_class,gene,accesion_number,lower_bound_pre_count,upper_bound_pre_count,lower_bound_post_count,upper_bound_post_count,mean_pre,mean_post,count_value,log2_transformed
1,Endogenous,OAS3,NM_006187.3,-1200.5,2547.5,-113,623,709.2,210.2,163,7.348728154231077
1,Endogenous,OAS3,NM_006187.3,-1200.5,2547.5,-113,623,709.2,210.2,175,7.451211111832329
1,Endogenous,OAS3,NM_006187.3,-1200.5,2547.5,-113,623,709.2,210.2,347,8.43879185257826
0,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,86,6.426264754702098
0,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,87,6.442943495848728
0,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,190,7.569855608330948
0,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,136,7.087462841250339
0,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,73,6.189824558880018
1,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,58,5.857980995127572
1,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,NA,NA
1,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,84,6.392317422778761
1,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,66,6.044394119358453
1,Endogenous,LAG3,NM_002286.5,11,211,-7.5,188.5,114.4,80.8,115,6.845490050944375
0,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,118,6.882643049361842
0,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,NA,NA
0,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,111,6.794415866350106
0,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,NA,NA
0,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,110,6.78135971352466
1,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,108,6.754887502163468
1,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,NA,NA
1,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,94,6.554588851677638
1,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,86,6.426264754702098
1,Endogenous,FOSL1,NM_005438.3,98,130,56.5,156.5,113,101.8,119,6.894817763307944
0,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,38,5.247927513443585
0,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,39,5.285402218862249
0,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,116,6.857980995127572
0,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,118,6.882643049361842
0,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,60,5.906890595608519
1,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,32,5
1,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,50,5.643856189774724
1,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,28,4.807354922057604
1,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,40,5.321928094887363
1,Endogenous,EOMES,NM_001278182.1,-76.5,231.5,5,77,74.2,41,55,5.78135971352466
0,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,76,6.247927513443585
0,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,283,8.144658242831882
0,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,NA,NA
0,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,284,8.149747119504681
0,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,167,7.383704292474052
1,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,NA,NA
1,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,NA,NA
1,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,128,7
1,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,135,7.076815597050831
1,Endogenous,IL10RA,NM_001558.2,-8.5,459.5,115,147,202.5,130,127,6.9886846867721655
0,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,70,6.129283016944966
0,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,126,6.977279923499917
0,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,220,7.78135971352466
0,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,56,5.807354922057604
0,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,57,5.832890014164741
1,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,89,6.475733430966398
1,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,NA,NA
1,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,50,5.643856189774724
1,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,47,5.554588851677638
1,Endogenous,WDR76,NM_024908.3,-46.5,229.5,-8.5,147.5,105.8,65.5,76,6.247927513443585
0,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,51,5.672425341971495
0,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,249,7.960001932068081
0,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,NA,NA
0,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,71,6.149747119504682
0,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,90,6.491853096329675
1,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,41,5.357552004618084
1,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,176,7.459431618637297
1,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,194,7.599912842187128
1,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,81,6.339850002884624
1,Endogenous,GPC4,NM_001448.2,-196,516,-61.5,318.5,115.2,116,88,6.459431618637297
0,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,35,5.129283016944966
0,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,55,5.78135971352466
0,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,119,6.894817763307944
0,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,154,7.266786540694901
0,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,70,6.129283016944966
1,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,56,5.807354922057604
1,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,NA,NA
1,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,NA,NA
1,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,60,5.906890595608519
1,Endogenous,SLAMF7,NM_021181.3,-41,215,42.5,70.5,86.6,56.3,53,5.727920454563199
0,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,1136,10.149747119504681
0,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,430,8.74819284958946
0,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,912,9.832890014164741
0,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,285,8.154818109052105
0,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,230,7.845490050944375
1,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,147,7.199672344836364
1,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,NA,NA
1,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,242,7.918863237274595
1,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,252,7.977279923499917
1,Endogenous,RSAD2,NM_080657.4,-655.5,1852.5,-703,1817,598.6,378.2,872,9.768184324776927
0,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,88,6.459431618637297
0,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,289,8.174925682500678
0,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,NA,NA
0,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,145,7.1799090900149345
0,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,127,6.9886846867721655
1,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,74,6.20945336562895
1,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,NA,NA
1,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,204,7.672425341971495
1,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,124,6.954196310386875
1,Endogenous,TLR5,NM_003268.5,-116,532,4,324,162.2,143.2,171,7.417852514885898
0,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,NA,NA
0,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,693,9.436711542137214
0,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,410,8.679480099505446
0,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,127,6.9886846867721655
0,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,216,7.754887502163468
1,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,269,8.071462362556623
1,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,NA,NA
1,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,123,6.94251450533924
1,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,140,7.129283016944966
1,Endogenous,VEGFA,NM_001171623.1,-499.5,1408.5,-86,482,361.5,164.8,127,6.9886846867721655
0,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,710,9.471675214392045
0,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,840,9.714245517666123
0,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,NA,NA
0,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,465,8.861086905995395
0,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,635,9.310612781659529
1,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,331,8.370687406807217
1,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,NA,NA
1,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,1087,10.086136225027309
1,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,727,9.505811553919594
1,Endogenous,COL5A1,NM_000093.4,327.5,1147.5,-1505,4447,662.5,1090,2215,11.113090983442381
0,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,41,5.357552004618084
0,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,87,6.442943495848728
0,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,244,7.930737337562887
0,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,239,7.900866807980749
0,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,115,6.845490050944375
1,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,59,5.882643049361842
1,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,NA,NA
1,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,66,6.044394119358453
1,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,88,6.459431618637297
1,Endogenous,CD3D,NM_000732.4,-141,467,33,121,145.2,74.2,84,6.392317422778761
0,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,226,7.820178962415188
0,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,1223,10.256208688527387
0,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,2169,11.082814337672273
0,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,446,8.800899899920305
0,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,1178,10.20212382383046
1,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,779,9.605479518061669
1,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,NA,NA
1,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,307,8.262094845370179
1,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,219,7.774787059601174
1,Endogenous,FBP1,NM_001127628.1,-719.5,2388.5,-401,1487,1048.4,497.2,684,9.417852514885897
0,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,1094,10.095397022792557
0,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,978,9.933690654952233
0,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,1096,10.098032082960527
0,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,531,9.052568050804153
0,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,548,9.098032082960527
1,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,736,9.523561956057012
1,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,690,9.430452551665532
1,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,319,8.31741261376487
1,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,817,9.674192268145683
1,Endogenous,ERO1A,NM_014584.2,-271,1913,106,1114,849.4,609.2,484,8.918863237274595
0,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,18,4.169925001442312
0,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,NA,NA
0,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,62,5.954196310386875
0,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,29,4.857980995127572
0,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,138,7.108524456778169
1,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,33,5.044394119358453
1,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,NA,NA
1,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,29,4.857980995127572
1,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,21,4.392317422778761
1,Endogenous,CCL21,NM_002989.2,-134.5,301.5,-56.5,171.5,61.8,42.2,86,6.426264754702098
0,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,174,7.442943495848728
0,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,524,9.03342300153745
0,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,528,9.044394119358454
0,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,147,7.199672344836364
0,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,239,7.900866807980749
1,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,130,7.022367813028454
1,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,NA,NA
1,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,136,7.087462841250339
1,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,143,7.159871336778389
1,Endogenous,E2F3,NM_001243076.2,-351,1049,125.5,153.5,322.4,136.2,136,7.087462841250339
0,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,7634,12.898223471215559
0,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,3795,11.889884170302828
0,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,4876,12.251482410620213
0,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,1313,10.358651200892886
0,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,1245,10.281930026955443
1,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,NA,NA
1,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,NA,NA
1,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,1137,10.151016538892248
1,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,1528,10.57742882803575
1,Endogenous,LDHA,NM_001135239.1,-4031.5,10220.5,549,2117,3772.6,1398,1529,10.578372691360805
0,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,32,5
0,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,42,5.392317422778761
0,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,122,6.930737337562887
0,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,37,5.20945336562895
0,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,82,6.357552004618084
1,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,67,6.066089190457772
1,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,80,6.321928094887363
1,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,42,5.392317422778761
1,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,34,5.087462841250339
1,Endogenous,MS4A1,NM_021950.3,-30.5,149.5,-15.5,116.5,63,51,32,5
0,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,45,5.491853096329675
0,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,60,5.906890595608519
0,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,NA,NA
0,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,77,6.266786540694901
0,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,60,5.906890595608519
1,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,47,5.554588851677638
1,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,NA,NA
1,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,53,5.727920454563199
1,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,68,6.087462841250339
1,Endogenous,CD69,NM_001781.2,34.5,102.5,30.5,90.5,60.5,57.5,62,5.954196310386875
0,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,46,5.523561956057013
0,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,NA,NA
0,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,13,3.700439718141092
0,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,19,4.247927513443585
0,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,77,6.266786540694901
1,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,33,5.044394119358453
1,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,49,5.614709844115208
1,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,NA,NA
1,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,43,5.426264754702098
1,Endogenous,SERPINB5,NM_002639.4,-68,164,21.5,65.5,38.8,40.8,38,5.247927513443585
0,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,331,8.370687406807217
0,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,166,7.3750394313469245
0,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,NA,NA
0,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,482,8.912889336229961
0,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,429,8.744833837499545
1,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,136,7.087462841250339
1,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,1693,10.725366257895642
1,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,698,9.447083226209653
1,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,352,8.459431618637296
1,Endogenous,FAP,NM_004460.2,104.5,708.5,-1343,3177,352,872.2,1482,10.533329732305834
0,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,160,7.321928094887363
0,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,498,8.960001932068081
0,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,387,8.59618975614441
0,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,64,6
0,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,108,6.754887502163468
1,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,NA,NA
1,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,NA,NA
1,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,182,7.507794640198696
1,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,162,7.339850002884624
1,Endogenous,ITGA2,NM_002203.3,-310.5,805.5,62,254,243.4,159.3,134,7.066089190457772
0,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,16,4
0,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,29,4.857980995127572
0,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,NA,NA
0,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,28,4.807354922057604
0,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,20,4.321928094887363
1,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,22,4.459431618637297
1,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,NA,NA
1,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,13,3.700439718141092
1,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,18,4.169925001442312
1,Endogenous,SIGLEC5,NM_003830.3,6.5,42.5,12,28,23.2,18.5,21,4.392317422778761
0,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,21,4.392317422778761
0,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,34,5.087462841250339
0,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,NA,NA
0,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,28,4.807354922057604
0,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,34,5.087462841250339
1,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,21,4.392317422778761
1,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,NA,NA
1,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,37,5.20945336562895
1,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,50,5.643856189774724
1,Endogenous,SIRPB2,NM_001134836.1,19,43,17.5,69.5,29.2,39.5,50,5.643856189774724
0,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,333,8.379378367071261
0,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,1262,10.30149619498255
0,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,765,9.579315937580015
0,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,278,8.118941072723507
0,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,385,8.588714635582264
1,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,166,7.3750394313469245
1,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,NA,NA
1,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,206,7.6865005271832185
1,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,191,7.577428828035749
1,Endogenous,EPM2AIP1,NM_014805.3,-315,1413,-226,886,604.6,258,469,8.873444112515376
0,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,12,3.584962500721156
0,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,23,4.523561956057013
0,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,49,5.614709844115208
0,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,22,4.459431618637297
0,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,51,5.672425341971495
1,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,19,4.247927513443585
1,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,NA,NA
1,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,26,4.700439718141092
1,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,27,4.754887502163468
1,Endogenous,FGF18,NM_003862.2,-18.5,89.5,12,36,31.4,23.2,21,4.392317422778761
0,Endogenous,HRAS,NM_005343.3,-328,904,-6.5,325.5,338.8,138,134,7.066089190457772
