<Header>
"FileVersion,2.0"
"SoftwareVersion,2.3.0.44"
"SystemType,Gen3"
</Header>
<Sample_Attributes>
"ID,01004"
"Owner,Administrator"
"Comments,"
"Date,20220128"
"GeneRLF,NS_IO_360_v1.0"
"SystemAPF,n6_vDV1"
"AssayType,Non Specific"
</Sample_Attributes>
<Lane_Attributes>
"ID,5"
"FovCount,194"
"FovCounted,194"
"ScannerID,1706P0203"
"StagePosition,1"
"BindingDensity,0.34"
"CartridgeID,30102613280522-01"
"CartridgeBarcode,30102613280522"
</Lane_Attributes>
<Code_Summary>
"CodeClass,Name,Accession,Count"
"Endogenous,CXCR4,NM_001008540.1,147"
"Endogenous,IFNGR2,NM_005534.3,326"
"Endogenous,CDH11,NM_001797.2,735"
"Endogenous,COL6A3,NM_004369.3,1155"
"Endogenous,GZMK,NM_002104.2,12"
"Endogenous,IRF2,NM_002199.3,184"
"Endogenous,RPL7A,NM_000972.2,4987"
"Endogenous,GPR160,NM_014373.1,678"
"Endogenous,MICA,NM_000247.1,41"
"Endogenous,TAPBPL,NM_018009.4,132"
"Endogenous,CXCL14,NM_004887.4,6855"
"Endogenous,CD14,NM_001174105.1,213"
"Endogenous,IL18,NM_001243211.1,34"
"Endogenous,CLEC14A,NM_175060.1,95"
"Endogenous,HMGB1,NM_002128.5,140"
"Endogenous,KIF2C,NM_006845.2,23"
"Endogenous,RNLS,NM_001031709.2,69"
"Endogenous,RPTOR,NM_001163034.1,99"
"Endogenous,CD68,NM_001251.2,66"
"Endogenous,CCL13,NM_005408.2,16"
"Endogenous,CYBB,NM_000397.3,243"
"Endogenous,PLA2G2A,NM_000300.2,31"
"Endogenous,FGF13,NM_001139498.1,46"
"Endogenous,CNTFR,NM_147164.2,22"
"Endogenous,CD244,NM_001166663.1,11"
"Endogenous,CSF2RB,NM_000395.2,24"
"Endogenous,MAP3K7,NM_003188.3,389"
"Endogenous,FASLG,NM_000639.2,14"
"Endogenous,CD209,NM_021155.2,32"
"Endogenous,IRF7,NM_004029.2,177"
"Endogenous,PTCD2,NM_001284403.1,174"
"Endogenous,PIK3R2,NM_005027.3,256"
"Endogenous,LILRA5,NM_181879.2,17"
"Endogenous,IL32,NM_004221.4,165"
"Endogenous,CCND3,NM_001136017.2,83"
"Endogenous,BIRC5,NM_001168.2,24"
"Endogenous,LGALS9,NM_002308.3,41"
"Endogenous,RASAL1,NM_001193520.1,28"
"Endogenous,PDCD1LG2,NM_025239.3,33"
"Endogenous,IL11,NM_000641.3,18"
"Endogenous,PRKX,NM_005044.4,13"
"Endogenous,SNCA,NM_001146055.1,19"
"Endogenous,ADGRE1,NM_001256252.1,9"
"Endogenous,PSMB9,NM_002800.4,73"
"Endogenous,RUNX3,NM_001031680.2,38"
"Endogenous,PGPEP1,NM_001300927.1,60"
"Endogenous,MELK,NM_014791.2,53"
"Endogenous,ISG15,NM_005101.3,150"
"Endogenous,EIF2B4,NM_001034116.1,104"
"Endogenous,IRF9,NM_006084.4,421"
"Endogenous,IL1A,NM_000575.3,22"
"Endogenous,FCRL2,NM_001159488.1,20"
"Endogenous,EIF4EBP1,NM_004095.3,128"
"Endogenous,LTBP1,NM_000627.3,99"
"Endogenous,CD40LG,NM_000074.2,13"
"Endogenous,HEY1,NM_001040708.1,367"
"Endogenous,HLA-DQA1,NM_002122.3,15"
"Endogenous,PRLR,NM_000949.5,1434"
"Endogenous,TNFRSF11A,NM_001270949.1,20"
"Endogenous,AREG,NM_001657.3,46"
"Endogenous,BBC3,NM_014417.4,210"
"Endogenous,EDN1,NM_001955.2,23"
"Endogenous,PARP12,NM_022750.3,130"
"Endogenous,PIK3CG,NM_001282426.1,53"
"Endogenous,IL4,NM_172348.1,11"
"Endogenous,F2RL1,NM_005242.4,19"
"Endogenous,CXCL6,NM_002993.3,17"
"Endogenous,TNFSF18,NM_005092.3,14"
"Endogenous,JAK3,NM_000215.2,23"
"Endogenous,NKG7,NM_005601.3,58"
"Endogenous,TAPBP,NM_003190.4,546"
"Endogenous,MTOR,NM_004958.3,183"
"Endogenous,SELP,NM_003005.3,22"
"Endogenous,HLA-E,NM_005516.5,644"
"Endogenous,GOT1,NM_002079.2,228"
"Endogenous,SMAP1,NM_001044305.2,219"
"Endogenous,CDKN1A,NM_000389.2,216"
"Endogenous,CD45RA,NM_002838.4,20"
"Endogenous,HNF1A,NM_000545.6,21"
"Endogenous,TICAM1,NM_182919.3,31"
"Endogenous,C1QA,NM_015991.3,79"
"Endogenous,CD86,NM_001206924.1,19"
"Endogenous,ITGA4,NM_000885.5,76"
"Endogenous,ROR2,NM_001318204.1,62"
"Endogenous,WNT7B,NM_058238.2,12"
"Endogenous,FLT1,NM_002019.4,429"
"Endogenous,CTAG1B,NM_001327.2,13"
"Endogenous,CLEC7A,NM_197954.2,96"
"Endogenous,TNFRSF4,NM_003327.3,22"
"Endogenous,MS4A6A,NM_152852.2,44"
"Endogenous,ANGPT2,NM_001147.2,79"
"Endogenous,APH1B,NM_001145646.1,234"
"Endogenous,RORC,NM_001001523.1,67"
"Endogenous,NECTIN2,NM_001042724.1,578"
"Endogenous,DPP4,NM_001935.3,23"
"Endogenous,CCL2,NM_002982.3,150"
"Endogenous,NF1,NM_000267.3,178"
"Endogenous,S100A9,NM_002965.3,32"
"Endogenous,NFKBIA,NM_020529.2,903"
"Endogenous,BNIP3L,NM_001330491.1,102"
"Endogenous,CST2,NM_001322.2,44"
"Endogenous,APOL6,NM_030641.3,140"
"Endogenous,BRD4,NM_001330384.1,191"
"Endogenous,SLC16A1,NM_003051.3,72"
"Endogenous,THBD,NM_000361.2,56"
"Endogenous,TIGIT,NM_173799.2,14"
"Endogenous,VSIR,NM_022153.1,26"
"Endogenous,TRIM21,NM_003141.3,62"
"Endogenous,NBN,NM_002485.4,151"
"Endogenous,WNT4,NM_030761.4,33"
"Endogenous,CXCL8,NM_000584.3,12"
"Endogenous,FGF9,NM_002010.2,14"
"Endogenous,C5AR1,NM_001736.3,17"
"Endogenous,TNFRSF1B,NM_001066.2,40"
"Endogenous,HLA-DRB5,NM_002125.3,1866"
"Endogenous,GLUL,NM_002065.6,6088"
"Endogenous,LY9,NM_001033667.2,16"
"Endogenous,TAP1,NM_000593.5,124"
"Endogenous,IFIH1,NM_022168.3,225"
"Endogenous,DEPTOR,NM_001283012.1,160"
"Endogenous,CSF1R,NM_005211.3,275"
"Endogenous,MARCO,NM_006770.3,17"
"Endogenous,NFIL3,NM_001289999.1,83"
"Endogenous,IKBKG,NM_001099856.4,65"
"Endogenous,CD58,NM_001144822.1,39"
"Endogenous,LOXL2,NM_002318.2,41"
"Endogenous,SPRY4,NM_030964.3,81"
"Endogenous,NFAM1,NM_145912.5,13"
"Endogenous,SYK,NM_003177.5,53"
"Endogenous,COMP,NM_000095.2,247"
"Endogenous,IFI6,NM_002038.3,1707"
"Endogenous,RASGRF1,NM_001145648.1,15"
"Endogenous,HDAC5,NM_001015053.1,216"
"Endogenous,BAMBI,NM_012342.2,220"
"Endogenous,MAGEC1,NM_005462.4,18"
"Endogenous,FYN,NM_002037.5,150"
"Endogenous,TNFSF4,NM_001297562.1,26"
"Endogenous,CD274,NM_014143.3,15"
"Endogenous,PRKACB,NM_182948.2,81"
"Endogenous,IFIT2,NM_001547.4,31"
"Endogenous,PPARG,NM_005037.5,85"
"Endogenous,PTEN,NM_000314.6,244"
"Endogenous,FOXP3,NM_014009.3,25"
"Endogenous,SREBF1,NM_001005291.1,10672"
"Endogenous,CD36,NM_001001548.2,494"
"Endogenous,AXIN1,NM_181050.1,74"
"Endogenous,KLRK1,NM_007360.3,19"
"Endogenous,GBP1,NM_002053.2,22"
"Endogenous,CXCL11,NM_005409.4,16"
"Endogenous,CXCL10,NM_001565.3,51"
"Endogenous,RIPK1,NM_003804.3,346"
"Endogenous,REN,NM_000537.3,13"
"Endogenous,PRF1,NM_001083116.1,17"
"Endogenous,EIF2AK2,NM_001135652.2,545"
"Endogenous,LIF,NM_002309.4,21"
"Endogenous,BRD3,NM_007371.3,295"
"Endogenous,IGF2R,NM_000876.2,315"
"Endogenous,FPR1,NM_002029.3,34"
"Endogenous,DUSP5,NM_004419.3,402"
"Endogenous,APC,NM_001127510.2,595"
"Endogenous,HDAC3,NM_003883.3,400"
"Endogenous,CES3,NM_001185176.1,13"
"Endogenous,OAS2,NM_016817.2,173"
"Endogenous,HDAC11,NM_001330636.1,86"
"Endogenous,THBS1,NM_003246.2,1329"
"Endogenous,SLC11A1,NM_000578.3,21"
"Endogenous,MAGEA3/A6,NM_005362.3,10"
"Endogenous,ARID1A,NM_006015.4,291"
"Endogenous,CD48,NM_001778.3,11"
"Endogenous,GZMA,NM_006144.3,19"
"Endogenous,ICOSLG,NM_015259.4,92"
"Endogenous,PIK3R5,NM_014308.3,39"
"Endogenous,GZMM,NM_005317.2,14"
"Endogenous,WNT5A,NM_003392.3,25"
"Endogenous,TLR4,NR_024168.1,103"
"Endogenous,GZMB,NM_004131.4,5"
"Endogenous,PARP9,NM_001146103.1,176"
"Endogenous,LY96,NM_001195797.1,147"
"Endogenous,RAD50,NM_005732.3,1386"
"Endogenous,MX1,NM_001144925.2,127"
"Endogenous,CENPF,NM_016343.3,11"
"Endogenous,SELL,NM_000655.4,24"
"Endogenous,TNFSF10,NM_003810.3,277"
"Endogenous,IL12RB2,NM_001319233.1,10"
"Endogenous,CXCL9,NM_002416.2,26"
"Endogenous,TRAT1,NM_016388.3,13"
"Endogenous,STC1,NM_003155.2,129"
"Endogenous,IL2RB,NM_000878.2,19"
"Endogenous,LILRB4,NM_001278426.3,69"
"Endogenous,SOX2,NM_003106.2,12"
"Endogenous,HCK,NM_001172129.1,59"
"Endogenous,WNT2B,NM_001291880.1,43"
"Endogenous,IL1B,NM_000576.2,15"
"Endogenous,TLR1,NM_003263.3,53"
"Endogenous,CCL22,NM_002990.3,11"
"Endogenous,ICAM2,NM_000873.3,36"
"Endogenous,MAP3K12,NM_006301.3,76"
"Endogenous,JAG1,NM_000214.2,178"
"Endogenous,CCL3/L1,NM_021006.5,19"
"Endogenous,SOCS1,NM_003745.1,12"
"Endogenous,BCL2,NM_000633.2,472"
"Endogenous,MAP3K8,NM_001244134.1,69"
"Endogenous,MMP1,NM_002421.2,24"
"Endogenous,CMKLR1,NM_004072.2,118"
"Endogenous,TNFRSF17,NM_001192.2,18"
"Endogenous,TLR8,NM_138636.4,26"
"Endogenous,TPM1,NM_000366.5,406"
"Endogenous,CXorf36,NM_024689.2,141"
"Endogenous,NLRP3,NM_001079821.2,17"
"Endogenous,DEFB134,NM_001302695.1,23"
"Endogenous,HLA-DQA2,NM_020056.4,25"
"Endogenous,CX3CR1,NM_001171171.1,82"
"Endogenous,APLNR,NM_005161.4,41"
"Endogenous,MXI1,NM_001008541.1,73"
"Endogenous,FZD9,NM_003508.2,15"
"Endogenous,COL4A5,NM_000495.4,354"
"Endogenous,FCAR,NM_133278.2,11"
"Endogenous,BRCA2,NM_000059.3,78"
"Endogenous,SFRP4,NM_003014.2,447"
"Endogenous,TLR3,NM_003265.2,43"
"Endogenous,IL2RG,NM_000206.1,22"
"Endogenous,CD84,NM_001184879.1,87"
"Endogenous,HLA-DPA1,NM_033554.2,591"
"Endogenous,RBL2,NM_001323611.1,1334"
"Endogenous,CCL18,NM_002988.3,170"
"Endogenous,IRF3,NM_001197122.1,104"
"Endogenous,TNFRSF8,NM_001243.3,9"
"Endogenous,KIR3DL2,NM_006737.2,7"
"Endogenous,TNFSF13,NM_003808.3,52"
"Endogenous,CLECL1,NM_172004.3,27"
"Endogenous,TNFRSF10B,NM_003842.3,30"
"Endogenous,MAGEC2,NM_016249.3,14"
"Endogenous,CDKN2A,NM_000077.4,131"
"Endogenous,ADM,NM_001124.2,75"
"Endogenous,PNOC,NM_001284244.1,37"
"Endogenous,CD247,NM_198053.2,40"
"Endogenous,PTPRC,NM_080921.3,48"
"Endogenous,OAS3,NM_006187.3,156"
"Endogenous,LAG3,NM_002286.5,58"
"Endogenous,FOSL1,NM_005438.3,108"
"Endogenous,EOMES,NM_001278182.1,32"
"Endogenous,IL10RA,NM_001558.2,64"
"Endogenous,WDR76,NM_024908.3,89"
"Endogenous,GPC4,NM_001448.2,41"
"Endogenous,SLAMF7,NM_021181.3,56"
"Endogenous,RSAD2,NM_080657.4,147"
"Endogenous,TLR5,NM_003268.5,74"
"Endogenous,VEGFA,NM_001171623.1,269"
"Endogenous,COL5A1,NM_000093.4,331"
"Endogenous,CD3D,NM_000732.4,59"
"Endogenous,FBP1,NM_001127628.1,779"
"Endogenous,ERO1A,NM_014584.2,736"
"Endogenous,CCL21,NM_002989.2,33"
"Endogenous,E2F3,NM_001243076.2,130"
"Endogenous,LDHA,NM_001135239.1,526"
"Endogenous,MS4A1,NM_021950.3,67"
"Endogenous,CD69,NM_001781.2,47"
"Endogenous,SERPINB5,NM_002639.4,33"
"Endogenous,FAP,NM_004460.2,136"
"Endogenous,ITGA2,NM_002203.3,21"
"Endogenous,SIGLEC5,NM_003830.3,22"
"Endogenous,SIRPB2,NM_001134836.1,21"
"Endogenous,EPM2AIP1,NM_014805.3,166"
"Endogenous,FGF18,NM_003862.2,19"
"Endogenous,HRAS,NM_005343.3,201"
"Endogenous,CCND1,NM_053056.2,2876"
"Endogenous,LAMB3,NM_000228.2,43"
"Endogenous,ID4,NM_001546.3,52"
"Endogenous,CCL4,NM_002984.2,48"
"Endogenous,GZMH,NM_033423.3,14"
"Endogenous,API5,NM_001142930.1,456"
"Endogenous,PTGER4,NM_000958.2,42"
"Endogenous,ITGB8,NM_002214.2,247"
"Endogenous,TNKS,NM_003747.2,166"
"Endogenous,B2M,NM_004048.2,3820"
"Endogenous,TP53,NM_000546.2,102"
"Endogenous,MAGEB2,NM_002364.4,10"
"Endogenous,LYZ,NM_000239.2,420"
"Endogenous,NCAM1,NM_000615.6,83"
"Endogenous,TCL1A,NM_001098725.1,4"
"Endogenous,HDC,NM_002112.3,23"
"Endogenous,CD27,NM_001242.4,30"
"Endogenous,SBNO2,NM_001100122.1,146"
"Endogenous,PECAM1,NM_000442.4,571"
"Endogenous,SERPINH1,NM_001207014.1,58"
"Endogenous,SPP1,NM_000582.2,448"
"Endogenous,EGFR,NM_005228.3,50"
"Endogenous,CASP8,NM_001228.4,24"
"Endogenous,CCNA1,NM_001111045.1,11"
"Endogenous,TNFAIP3,NM_001270508.1,18"
"Endogenous,CDC25C,NM_001790.4,17"
"Endogenous,CXCR6,NM_006564.1,20"
"Endogenous,DLL1,NM_005618.3,29"
"Endogenous,OAS1,NM_001032409.1,150"
"Endogenous,HLA-DQB1,NM_002123.3,7"
"Endogenous,ROBO4,NM_019055.5,52"
"Endogenous,NFKB1,NM_003998.3,126"
"Endogenous,IFI27,NM_005532.3,2564"
"Endogenous,HLA-DMB,NM_002118.3,176"
"Endogenous,CDKN1C,NM_000076.2,224"
"Endogenous,CEP55,NM_018131.3,9"
"Endogenous,ARG1,NM_000045.3,16"
"Endogenous,PLOD2,NM_182943.2,217"
"Endogenous,LAIR1,NM_001289023.2,43"
"Endogenous,SHC2,NM_012435.2,159"
"Endogenous,STAT3,NM_003150.3,849"
"Endogenous,CD45RO,NM_080921.3,77"
"Endogenous,CD2,NM_001767.3,68"
"Endogenous,IL7R,NM_002185.3,16"
"Endogenous,FLNB,NM_001164319.1,1468"
"Endogenous,PSMB5,NM_001130725.1,445"
"Endogenous,SLC1A5,NM_001145144.1,749"
"Endogenous,RICTOR,NM_001285439.1,1094"
"Endogenous,ZAP70,NM_001079.3,25"
"Endogenous,TNFAIP6,NM_007115.3,57"
"Endogenous,BTLA,NM_001085357.1,14"
"Endogenous,RELA,NM_021975.3,123"
"Endogenous,MMP7,NM_002423.3,13"
"Endogenous,TCF3,NM_003200.3,105"
"Endogenous,IRF8,NM_002163.2,34"
"Endogenous,NOS2,NM_000625.4,10"
"Endogenous,A2M,NM_000014.4,1423"
"Endogenous,CCL20,NM_001130046.1,8"
"Endogenous,MKI67,NM_002417.2,30"
"Endogenous,IFNGR1,NM_000416.2,440"
"Endogenous,INHBA,NM_002192.2,80"
"Endogenous,WNT5B,NM_030775.2,17"
"Endogenous,CXCL5,NM_002994.4,19"
"Endogenous,SOX10,NM_006941.3,9"
"Endogenous,EGR1,NM_001964.2,162"
"Endogenous,STAT4,NM_001243835.1,34"
"Endogenous,IFIT3,NM_001031683.3,67"
"Endogenous,GMIP,NM_001288998.1,18"
"Endogenous,ARNT2,NM_014862.3,157"
"Endogenous,UBE2C,NM_007019.2,13"
"Endogenous,CHUK,NM_001278.4,211"
"Endogenous,GHR,NM_000163.2,140"
"Endogenous,TPI1,NM_000365.5,1072"
"Endogenous,HAVCR2,NM_032782.3,52"
"Endogenous,GOT2,NM_002080.3,733"
"Endogenous,PIK3CA,NM_006218.2,176"
"Endogenous,TNFSF9,NM_003811.3,16"
"Endogenous,IDO1,NM_002164.5,17"
"Endogenous,APOE,NM_000041.2,284"
"Endogenous,LILRB2,NM_001278405.1,29"
"Endogenous,PARP4,NM_006437.3,183"
"Endogenous,PFKM,NM_000289.5,172"
"Endogenous,THY1,NM_006288.3,265"
"Endogenous,SAMD9,NM_017654.3,88"
"Endogenous,TGFB1,NM_000660.4,421"
"Endogenous,CD8A,NM_001768.6,35"
"Endogenous,SELE,NM_000450.2,18"
"Endogenous,CDKN2B,NM_004936.3,101"
"Endogenous,CD5,NM_001346456.1,24"
"Endogenous,HLA-A,NM_002116.7,529"
"Endogenous,FZD8,NM_031866.1,462"
"Endogenous,BCL2L1,NM_001191.3,333"
"Endogenous,TNFRSF9,NM_001561.5,9"
"Endogenous,XCL1/2,NM_002995.2,13"
"Endogenous,MAGEA4,NM_001011548.1,12"
"Endogenous,PMS2,NM_000535.6,281"
"Endogenous,KLRD1,NM_002262.3,15"
"Endogenous,NFATC2,NM_173091.2,81"
"Endogenous,VEGFB,NM_003377.3,98"
"Endogenous,CDC20,NM_001255.1,16"
"Endogenous,OTOA,NM_001161683.1,16"
"Endogenous,TPSAB1/B2,NM_003294.3,148"
"Endogenous,P4HA1,NM_000917.3,73"
"Endogenous,P2RY13,NM_023914.2,33"
"Endogenous,EXO1,NM_006027.3,20"
"Endogenous,CD70,NM_001252.3,20"
"Endogenous,DDB2,NM_000107.2,137"
"Endogenous,NDUFA4L2,NM_020142.3,45"
"Endogenous,IFITM1,NM_003641.3,426"
"Endogenous,IFNAR1,NM_000629.2,378"
"Endogenous,TREM1,NM_001242589.2,13"
"Endogenous,CXCL13,NM_006419.2,54"
"Endogenous,TWIST2,NM_001271893.3,9"
"Endogenous,HLA-DRB1,NM_002124.3,309"
"Endogenous,FGFR1,NM_001174064.1,248"
"Endogenous,TBXAS1,NM_001061.4,121"
"Endogenous,NCR1,NM_001145457.2,9"
"Endogenous,SOX11,NM_003108.3,17"
"Endogenous,TLR2,NM_001318787.1,82"
"Endogenous,TWF1,NM_002822.4,753"
"Endogenous,CCL5,NM_002985.2,47"
"Endogenous,ITGAL,NM_002209.2,89"
"Endogenous,MYCT1,NM_025107.2,36"
"Endogenous,CD96,NM_005816.4,17"
"Endogenous,PROM1,NM_001145847.1,12"
"Endogenous,OASL,NM_003733.2,15"
"Endogenous,IFNG,NM_000619.2,14"
"Endogenous,BATF3,NM_018664.2,18"
"Endogenous,EZH2,NM_004456.4,27"
"Endogenous,IRF5,NM_002200.3,24"
"Endogenous,PCK2,NM_001018073.2,184"
"Endogenous,EPCAM,NM_002354.2,438"
"Endogenous,CD19,NM_001770.4,32"
"Endogenous,GBP4,NM_052941.4,77"
"Endogenous,MSH6,NM_000179.2,76"
"Endogenous,TNFRSF11B,NM_002546.3,26"
"Endogenous,NOTCH1,NM_017617.3,71"
"Endogenous,CASP9,XM_011542270.1,43"
"Endogenous,RAD51C,NM_058216.2,125"
"Endogenous,HLA-DMA,NM_006120.3,350"
"Endogenous,SFRP1,NM_003012.3,78"
"Endogenous,MAGEA1,NM_004988.4,14"
"Endogenous,ENTPD1,NM_001098175.1,195"
"Endogenous,ROCK1,NM_005406.2,135"
"Endogenous,FCGR2A,NM_021642.3,288"
"Endogenous,NGFR,NM_002507.3,44"
"Endogenous,ALDOC,NM_005165.2,473"
"Endogenous,CCNE1,NM_001238.1,22"
"Endogenous,ITGAX,NM_000887.4,104"
"Endogenous,BLM,NM_000057.3,52"
"Endogenous,MLANA,NM_005511.1,18"
"Endogenous,FCGR1A,NM_000566.3,81"
"Endogenous,CD47,NM_001777.3,409"
"Endogenous,CSF2,NM_000758.3,19"
"Endogenous,CDH5,NM_001795.3,85"
"Endogenous,SLC7A5,NM_003486.6,174"
"Endogenous,GIMAP4,NM_018326.2,177"
"Endogenous,HIF1A,NM_181054.2,384"
"Endogenous,CDK2,NM_001290230.1,98"
"Endogenous,PDCD1,NM_005018.1,14"
"Endogenous,ATF3,NM_001674.3,31"
"Endogenous,TIE1,NM_005424.4,81"
"Endogenous,CD44,NM_001001392.1,188"
"Endogenous,ALDOA,NM_000034.3,4732"
"Endogenous,FAS,NM_000043.3,14"
"Endogenous,MRE11,NM_001330347.1,188"
"Endogenous,IL10,NM_000572.2,12"
"Endogenous,BMP2,NM_001200.3,240"
"Endogenous,BAX,NM_004324.3,159"
"Endogenous,EIF5AL1,NM_001099692.1,14"
"Endogenous,KIT,NM_000222.2,36"
"Endogenous,CDK6,NM_001145306.1,35"
"Endogenous,SPIB,NM_003121.3,10"
"Endogenous,PFKFB3,NM_004566.3,33"
"Endogenous,CXCL12,NM_199168.3,59"
"Endogenous,CSF3,NM_000759.3,10"
"Endogenous,KIR2DL3,NM_015868.2,22"
"Endogenous,CD40,NM_001250.5,67"
"Endogenous,IRF1,NM_002198.2,158"
"Endogenous,MGMT,NM_002412.3,299"
"Endogenous,GLUD1,NM_005271.2,648"
"Endogenous,IFI35,NM_005533.4,192"
"Endogenous,PF4,NM_002619.3,22"
"Endogenous,GPSM3,NM_001276501.1,69"
"Endogenous,SLC2A1,NM_006516.2,42"
"Endogenous,IL2,NM_000586.2,21"
"Endogenous,SNAI1,NM_005985.3,62"
"Endogenous,CTNNB1,NM_001098209.1,1539"
"Endogenous,NOTCH2,NM_024408.3,206"
"Endogenous,NFKB2,NM_001077494.3,77"
"Endogenous,IL33,NM_033439.3,53"
"Endogenous,TREM2,NM_018965.3,98"
"Endogenous,LAMC2,NM_005562.2,30"
"Endogenous,AQP9,NM_001320635.1,24"
"Endogenous,PRKCA,NM_002737.2,30"
"Endogenous,TSLP,NM_033035.4,17"
"Endogenous,HLA-DOB,NM_002120.3,33"
"Endogenous,ANGPTL4,NM_001039667.2,10"
"Endogenous,TNFRSF25,NM_148970.1,94"
"Endogenous,MS4A4A,NM_001243266.1,124"
"Endogenous,CLEC5A,NM_013252.2,29"
"Endogenous,ITGAM,NM_000632.3,15"
"Endogenous,MMP9,NM_004994.2,77"
"Endogenous,CD7,NM_006137.6,16"
"Endogenous,VHL,NM_198156.1,73"
"Endogenous,OLFML2B,NM_015441.1,59"
"Endogenous,IL6,NM_000600.3,21"
"Endogenous,TNFRSF1A,NM_001065.2,342"
"Endogenous,DKK1,NM_012242.2,12"
"Endogenous,FANCA,NM_001018112.1,25"
"Endogenous,TNF,NM_000594.3,38"
"Endogenous,LTB,NM_002341.1,23"
"Endogenous,PPARGC1B,NM_001172699.1,41"
"Endogenous,RPS6KB1,NM_001272042.1,819"
"Endogenous,CD38,NM_001775.2,20"
"Endogenous,DTX3L,NM_138287.3,351"
"Endogenous,TMEM173,NM_198282.1,227"
"Endogenous,NEIL1,NM_024608.2,51"
"Endogenous,HELLS,NM_001289067.1,65"
"Endogenous,TGFBR1,NM_001130916.2,386"
"Endogenous,MB21D1,NM_138441.2,84"
"Endogenous,CCR2,NM_001123041.2,12"
"Endogenous,MSH2,NM_000251.1,193"
"Endogenous,RAD51,NM_133487.3,9"
"Endogenous,TNFRSF18,NM_148901.1,23"
"Endogenous,FCGR3A/B,NM_000570.4,145"
"Endogenous,STAT1,NM_007315.3,456"
"Endogenous,CTSS,NM_004079.3,385"
"Endogenous,PDK1,NM_002610.3,252"
"Endogenous,ITGAV,NM_001144999.2,1041"
"Endogenous,ANGPT1,NM_001199859.1,53"
"Endogenous,BCL6B,NM_181844.3,43"
"Endogenous,CDH2,NM_001792.3,35"
"Endogenous,CSF3R,NM_000760.3,124"
"Endogenous,RELB,NM_006509.3,56"
"Endogenous,CXCL16,NM_001100812.1,124"
"Endogenous,IL6R,NM_000565.3,71"
"Endogenous,PDGFA,NM_033023.4,47"
"Endogenous,PIK3R1,NM_001242466.1,173"
"Endogenous,HK1,NM_000188.2,292"
"Endogenous,AXL,NM_001699.4,75"
"Endogenous,HK2,NM_000189.4,329"
"Endogenous,PDGFRB,NM_002609.3,409"
"Endogenous,FADD,NM_003824.3,489"
"Endogenous,CD74,NM_001025159.2,2542"
"Endogenous,RIPK2,NM_003821.5,176"
"Endogenous,CD45RB,ENST00000367367.1,38"
"Endogenous,BAD,NM_004322.3,67"
"Endogenous,PKM,NM_001206796.2,2857"
"Endogenous,KLRB1,NM_002258.2,20"
"Endogenous,ADORA2A,NM_000675.5,33"
"Endogenous,IFIT1,NM_001270930.1,116"
"Endogenous,UBE2T,NM_014176.1,26"
"Endogenous,RPL23,NM_000978.3,5939"
"Endogenous,ARG2,NM_001172.3,70"
"Endogenous,TGFBR2,NM_001024847.2,238"
"Endogenous,CRABP2,NM_001199723.1,1783"
"Endogenous,BLK,NM_001330465.1,18"
"Endogenous,CCL14,NM_032962.4,416"
"Endogenous,CCNB1,NM_031966.2,135"
"Endogenous,STAT2,NM_005419.2,514"
"Endogenous,IKBKB,NM_001190720.2,260"
